danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_id,track_name,track_source_playlist,track_artists_id,track_artists_name,track_artists_followers,track_artists_popularity,release_date,release_date_precision,popularity,generated_timestamp
0.513,0.858,10,-5.163,0,0.378,0.592,0.0,0.293,0.512,102.972,173010,4,7kna0kDEVq5bn68APQgDBe,Losses,3fMXESWznDSrgYOVesXchM,6Iym59CxrdzsxIn9LPFR9n,Gskell,4727,9,2023-04-07,day,2,2024-01-08
0.708,0.61,4,-8.471,0,0.4,0.308,0.0,0.0958,0.53,93.715,148387,4,1eJ7p0vH6qQVou9YyT4S4M,Mill a Night,3fMXESWznDSrgYOVesXchM,5WmnAqb76Ka3xocLNuLkfO,Witty,502,3,2023-04-04,day,14,2024-01-08
0.536,0.545,4,-8.673,0,0.343,0.00499,0.0,0.277,0.235,95.009,178077,4,0GMjfJ9onDnboZBGADPJKb,Liar N Thief,3fMXESWznDSrgYOVesXchM,1W07QMxZ9se7fIk2YSrx4h,Brysco,22574,35,2023-11-02,day,19,2024-01-08
0.797,0.648,3,-7.292,0,0.0823,0.0499,1.01e-05,0.208,0.605,110.026,164592,4,0hObVI7MKJ9f1bmWt3xhvV,Colombiana,3fMXESWznDSrgYOVesXchM,25f1NjILSP7owhgqIQNOPg,The 9ine,12196,46,2023-11-17,day,33,2024-01-08
0.688,0.444,6,-11.701,0,0.385,0.486,0.0,0.0887,0.33,97.835,160056,4,0IiX1bypAgwUKyLH2W8uUJ,Dragga,3fMXESWznDSrgYOVesXchM,0sP79Bq6zJj6EskteStNBW,Malie Donn,61277,49,2023-04-21,day,46,2024-01-08
0.705,0.508,11,-10.04,1,0.0831,0.279,3.64e-06,0.174,0.503,126.66,163701,5,7MWvEZcimK2JxjYMat4IXm,WALKING SOLDIER,3fMXESWznDSrgYOVesXchM,7xX8LI3W7GxxBuW5oB84fO,BLIZO,35,1,2023-06-25,day,0,2024-01-08
0.629,0.528,1,-7.755,1,0.261,0.355,0.0,0.445,0.301,130.591,157608,5,0Aqkjd0CX3MC4vGGpwg4Hl,Should Of Known,3fMXESWznDSrgYOVesXchM,7zow5Va8ESrfnxvUF62HRH,Icee Dan,8058,22,2023-10-17,day,2,2024-01-08
0.498,0.931,10,-6.182,0,0.0737,0.139,4.65e-06,0.111,0.731,193.434,141333,3,4o1m83MlsAk3I9Nsg2u0TX,‘87 Stingray,3fMXESWznDSrgYOVesXchM,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,6302994,80,2023-11-17,day,51,2024-01-08
0.568,0.648,1,-5.68,1,0.502,0.374,0.0,0.162,0.606,63.341,155202,5,1SKwjaYHInYrnVML0chAxA,Opp Killa (Part Two),3fMXESWznDSrgYOVesXchM,"3wtV0nzzBUoKuSCl1y3hue,6QJrx4J9XqIxXUBhacoJHC,1AKDQSYf0qjiy6b5z8z1KZ","Pi Studios,Medz Boss,Young General","297,34233,279","9,27,6",2023-12-20,day,14,2024-01-08
0.831,0.443,1,-10.832,1,0.461,0.0109,6.68e-06,0.0984,0.118,130.674,196848,5,72mseMvF0x740Ua7bSOSUr,Sinna Life,3fMXESWznDSrgYOVesXchM,"2jA7pe7sIyTnFsanWpyl3c,1Lk1lcbSRd0oz9kRYIm5w0,3IDfJpj4YVkaBl7Dd52Pxv","karmaa,Rajhani,Byron Messia","117,42,65600","15,9,61",2023-12-08,day,27,2024-01-08
0.559,0.718,7,-6.07,0,0.391,0.226,0.0,0.101,0.584,131.676,136776,5,0yk5sS67EfMfl1nFkrwEwS,HotHead,3fMXESWznDSrgYOVesXchM,7tnzhcb2y0dtPFIFVTp0A4,Tafari,26094,22,2023-12-27,day,13,2024-01-08
0.847,0.705,8,-7.201,1,0.181,0.212,0.0,0.0898,0.664,110.026,106909,4,0kp8xqkkCAJwarD23DbbQK,Inna She Hole,1xXA4q3OJuWmVews66yBW6,2Jd4rUFlIWzOrgbaSj1BiD,Keefff,62,2,2020-01-25,day,0,2024-01-08
0.646,0.634,11,-6.104,0,0.396,0.845,0.0,0.124,0.678,132.787,204048,5,1gxkCRtvFZUCCMgEyWYpjz,Head Banga,1xXA4q3OJuWmVews66yBW6,3ATKkAzfZsIJuoCnOepK67,Trigger Dan,1834,6,2019-05-20,day,0,2024-01-08
0.448,0.752,8,-4.944,0,0.304,0.188,0.0,0.14,0.258,91.596,251185,4,6eBLeKCvJ3vNgfPdn6dHRE,Awakening (3rd Eye Riddim),1xXA4q3OJuWmVews66yBW6,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2019-09-27,day,11,2024-01-08
0.692,0.612,5,-10.306,0,0.137,0.563,6.72e-06,0.109,0.4,79.931,253933,4,6QuXeRxiuHJLJP2spoh0gt,Misery,1xXA4q3OJuWmVews66yBW6,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2020-02-28,day,0,2024-01-08
0.839,0.533,8,-11.464,1,0.447,0.648,0.0,0.112,0.891,102.001,219716,4,4QgvSHTg6H9h0og3jQgSLb,Shots Inna Yuh Hole,1xXA4q3OJuWmVews66yBW6,"09LprKSjs0a3gH492PixiV,1yBSwrhGAh8xLabpLtbzTL,6gIIlxlZpVoCOJWu20Rj2g","Potential Kidd,Trinidad Ghost,Mr Grills","950,670,8","13,7,0",2019-03-25,day,0,2024-01-08
0.541,0.682,6,-8.084,1,0.259,0.272,0.0,0.12,0.457,94.992,194101,4,0xAuPsSx6cS7zGjc5BF7ue,Gangster Superstar,1xXA4q3OJuWmVews66yBW6,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2019-06-13,day,8,2024-01-08
0.681,0.708,5,-6.728,0,0.373,0.595,0.0,0.12,0.596,93.009,146592,4,1H27otqtHNUtscRSdJTmQq,Zess Life,1xXA4q3OJuWmVews66yBW6,"1OOjOZtYpGwVPsLO9SjLxX,1eIXle4BzQymnCdkECuQ0n,7zow5Va8ESrfnxvUF62HRH","Lil Saint,Rheon Elbourne,Icee Dan","55,24,8058","0,0,22",2019-06-05,day,2,2024-01-08
0.531,0.802,4,-3.66,1,0.335,0.288,0.0,0.188,0.696,88.072,149677,4,7ncT3z6txbmKchqnwCrUJy,Boaty Boy,1xXA4q3OJuWmVews66yBW6,559YLWpCvVYo3qCEhMJ3pq,Lawless,6074,13,2019-04-27,day,9,2024-01-08
0.648,0.708,5,-9.548,0,0.347,0.485,0.0,0.102,0.736,107.846,199392,4,6muqSo9DLyk7BtgfTyj4QY,Build My Dreams,1xXA4q3OJuWmVews66yBW6,0Gkq3acWre3Hu02EAvBiIa,Rheon Elbourne,3987,22,2019-09-09,day,41,2024-01-08
0.817,0.562,10,-6.01,0,0.241,0.597,0.0,0.343,0.855,101.98,108330,4,0SzkSdNdNm6b3tEWbzd9qM,Gun Man in Yuh Hole,1xXA4q3OJuWmVews66yBW6,1yBSwrhGAh8xLabpLtbzTL,Trinidad Ghost,670,7,2023-04-21,day,37,2024-01-08
0.715,0.626,0,-3.064,1,0.481,0.643,0.0,0.0752,0.568,131.851,180000,5,7nA0Zpwi4hfaRNb8n1bS7Y,Bleach,1xXA4q3OJuWmVews66yBW6,1XK7JEkEviy2mcbi1ljpaR,Zebee,3085,19,2019-12-06,day,13,2024-01-08
0.654,0.642,11,-4.278,0,0.389,0.0405,0.0,0.151,0.384,132.66,144000,5,2OPLnnNaQndgnJubJnFLXv,Glory,1xXA4q3OJuWmVews66yBW6,2Jd4rUFlIWzOrgbaSj1BiD,Keefff,62,2,2020-04-18,day,0,2024-01-08
0.533,0.65,11,-6.868,0,0.367,0.585,0.0,0.114,0.41,66.83,175224,5,2dDV7Sz1lPkrmWdtS9fMFz,Run Out,1xXA4q3OJuWmVews66yBW6,0Gkq3acWre3Hu02EAvBiIa,Rheon Elbourne,3987,22,2019-09-20,day,5,2024-01-08
0.688,0.603,9,-8.659,0,0.419,0.595,0.0,0.115,0.314,133.415,175243,5,6cABnVYOY0ELNzVCdToEW6,Fully Auto,1xXA4q3OJuWmVews66yBW6,0zNEMNrPc9yM3zQzDkfQY2,Tech Sounds,1845,16,2019-05-17,day,9,2024-01-08
0.839,0.509,7,-9.115,1,0.0728,0.277,0.0,0.0937,0.349,111.957,208901,5,4ckT7wD43zoKCcwYFRVS4r,Designer Body,1xXA4q3OJuWmVews66yBW6,3iWwLfjZAKzmAB57v38i45,Raskality,5723,15,2019-04-07,day,3,2024-01-08
0.695,0.741,4,-4.54,0,0.38,0.771,0.0,0.0735,0.324,120.645,170893,5,2vwtMxxIp35VZsL2Km6Y2o,Live Good,1xXA4q3OJuWmVews66yBW6,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2019-10-11,day,17,2024-01-08
0.87,0.704,4,-9.069,0,0.355,0.258,0.0,0.0917,0.434,120.012,184294,4,46WfOaG8CDjptcyDdafBXs,Valencia,1xXA4q3OJuWmVews66yBW6,2Jd4rUFlIWzOrgbaSj1BiD,Keefff,62,2,2020-05-09,day,0,2024-01-08
0.84,0.795,1,-6.932,1,0.255,0.096,0.207,0.0799,0.365,155.928,141538,4,6jqcTZhoq3KMc9LTMaDjeR,I Ain't See (Station X Riddim),1xXA4q3OJuWmVews66yBW6,1UofgHnwA2w0Ae2psOv8rN,Trinidad Ghost,2530,23,2020-01-04,day,22,2024-01-08
0.639,0.653,2,-8.048,1,0.374,0.0674,0.0,0.0852,0.637,65.233,159278,3,0VkbeCLm5CuZMTxIKBFet7,Evilous Evil Head,1xXA4q3OJuWmVews66yBW6,"4DbFUy6A1B8aJuNKjrQX3k,1VtmimFS8azpaBo1T1eekk","Tafari,Heze From 3","6287,15","9,0",2020-09-16,day,3,2024-01-08
0.516,0.385,2,-11.737,0,0.539,0.692,0.0,0.12,0.413,73.426,240065,4,66zFvu2hDHi7T0IMh67i9k,Life Is Real,1xXA4q3OJuWmVews66yBW6,1XK7JEkEviy2mcbi1ljpaR,Zebee,3085,19,2019-10-03,day,2,2024-01-08
0.561,0.511,10,-6.712,0,0.418,0.0918,0.0,0.175,0.137,89.874,148696,4,1Drho5rNvWwDLuOe1DNdJh,Evilous,1xXA4q3OJuWmVews66yBW6,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-04-20,day,6,2024-01-08
0.719,0.546,2,-8.457,1,0.0769,0.549,0.0,0.0761,0.277,99.97,187172,4,2a8k6FIjk3cMKXoLPb7WUM,Faith (Tribute),1xXA4q3OJuWmVews66yBW6,"1HXkVBU6RwIxxN6xuI6b00,3r8Hq14XJAyy6K8mlBs2s5","Squash,Rebel Sixx","164547,50851","43,34",2020-07-24,day,4,2024-01-08
0.612,0.589,5,-7.515,0,0.396,0.776,0.0,0.118,0.474,89.416,146592,4,6fbiZASXcIbNagoYeDGXt3,Please Me,1xXA4q3OJuWmVews66yBW6,"1OOjOZtYpGwVPsLO9SjLxX,1eIXle4BzQymnCdkECuQ0n,7zow5Va8ESrfnxvUF62HRH","Lil Saint,Rheon Elbourne,Icee Dan","55,24,8058","0,0,22",2019-06-05,day,1,2024-01-08
0.709,0.498,1,-6.579,0,0.297,0.664,0.0,0.18,0.498,120.023,141075,5,1zwuTyC3uK90Uueg4rNgjv,You The One,1xXA4q3OJuWmVews66yBW6,7zow5Va8ESrfnxvUF62HRH,Icee Dan,8058,22,2019-05-24,day,0,2024-01-08
0.792,0.548,9,-7.208,0,0.24,0.208,0.0,0.139,0.784,90.047,154728,4,4AEGN3d7ZMDdOZKvHYRivi,Life We Living,1xXA4q3OJuWmVews66yBW6,4DbFUy6A1B8aJuNKjrQX3k,Tafari,6287,9,2019-10-23,day,20,2024-01-08
0.749,0.641,9,-3.795,1,0.326,0.325,0.0,0.241,0.564,65.574,195918,5,7a2Bbv6FHHZVrhxEAnwxrN,Rich Badness,1xXA4q3OJuWmVews66yBW6,1XK7JEkEviy2mcbi1ljpaR,Zebee,3085,19,2020-08-25,day,1,2024-01-08
0.862,0.293,10,-11.888,0,0.311,0.357,0.0,0.102,0.0374,98.137,244938,4,1eqQuyznSZKVYdQAeWgRRH,People Fi Dead,1xXA4q3OJuWmVews66yBW6,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2019-04-26,day,3,2024-01-08
0.565,0.592,7,-9.01,0,0.339,0.186,0.0,0.11,0.426,105.108,195750,3,0pDVNW47UZTafqjJIjo47I,Oui,1xXA4q3OJuWmVews66yBW6,7IbkKTNpBj7MORRdt3oge3,Zerimar,30169,34,2020-09-18,day,34,2024-01-08
0.649,0.448,8,-11.566,1,0.125,0.591,0.0,0.0974,0.799,101.561,175385,4,74Yyr0J0xpts1m9Q3GvkrI,Whine,1xXA4q3OJuWmVews66yBW6,7zow5Va8ESrfnxvUF62HRH,Icee Dan,8058,22,2020-09-04,day,0,2024-01-08
0.7,0.531,11,-8.199,0,0.414,0.112,0.0,0.0889,0.354,106.254,156291,4,7BMJOrjWXZVUrXmXdvQHFl,Ride,1xXA4q3OJuWmVews66yBW6,7zow5Va8ESrfnxvUF62HRH,Icee Dan,8058,22,2020-08-15,day,1,2024-01-08
0.62,0.664,10,-8.196,0,0.355,0.333,0.0,0.186,0.469,67.296,155324,5,1SDEd5rIFAJ97SAMDJLdBt,Psycho,1xXA4q3OJuWmVews66yBW6,3ATKkAzfZsIJuoCnOepK67,Trigger Dan,1834,6,2020-07-05,day,2,2024-01-08
0.55,0.703,10,-7.397,0,0.198,0.88,0.0,0.156,0.707,67.258,148846,3,5AfBv5pSCCcQh0rxu8xyAA,Different War,1xXA4q3OJuWmVews66yBW6,3ATKkAzfZsIJuoCnOepK67,Trigger Dan,1834,6,2020-09-08,day,1,2024-01-08
0.626,0.504,2,-12.469,1,0.218,0.208,0.0,0.1,0.0788,99.81,218448,4,6ybgTHPG4YWLxApMKcZdpk,Ghetto Icon,1xXA4q3OJuWmVews66yBW6,7zow5Va8ESrfnxvUF62HRH,Icee Dan,8058,22,2020-09-27,day,2,2024-01-08
0.684,0.617,5,-4.921,0,0.399,0.118,0.0,0.129,0.863,97.993,177860,4,4lhbdhcIpTquXaQ0gCXojl,Demand It,1xXA4q3OJuWmVews66yBW6,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-10-14,day,14,2024-01-08
0.576,0.465,7,-9.552,0,0.291,0.599,0.0,0.124,0.734,105.174,193442,4,3PCchAf4S307L11wsafOOv,Evil Head,1xXA4q3OJuWmVews66yBW6,1AAfBSGnu3LdmP1rBKAZpq,Toppy Boss,650,2,2020-01-13,day,11,2024-01-08
0.792,0.565,0,-8.386,1,0.186,0.403,0.0,0.15,0.422,100.176,154044,4,1rFQ67V4HfIUUF3Vq0O9tJ,Grim,1xXA4q3OJuWmVews66yBW6,5tr6GdAE9bwCqYuLXUwIhd,Toppy Boss,8031,4,2020-08-12,day,2,2024-01-08
0.737,0.52,7,-6.455,0,0.105,0.708,0.0,0.112,0.213,97.044,257320,4,7hkcBeigGdPkXsjzB7991k,Freak,1xXA4q3OJuWmVews66yBW6,7tnzhcb2y0dtPFIFVTp0A4,Tafari,26094,22,2021-01-01,day,5,2024-01-08
0.817,0.705,0,-5.748,1,0.268,0.465,0.0,0.124,0.672,107.982,201091,4,6OmOeqJwNiL29Tgd1WdzWi,Rum in Meh Veins,1xXA4q3OJuWmVews66yBW6,"6r9ZI8cFoP2cbszW50tdJj,6CxUKwVnCBKKP60XMvnMOL","Ravi B,Jahllano","18015,20037","31,25",2021-01-17,day,24,2024-01-08
0.604,0.829,5,0.568,0,0.29,0.808,0.0,0.103,0.778,101.172,140769,4,2DIUny4bgNph7aqF5vAkmS,Blow My Mind,1xXA4q3OJuWmVews66yBW6,7zow5Va8ESrfnxvUF62HRH,Icee Dan,8058,22,2020-04-15,day,2,2024-01-08
0.925,0.423,9,-9.801,0,0.222,0.759,0.0,0.102,0.408,109.999,206273,4,0W0xBaJxNGXyBlLcKAgTbe,Faker,1xXA4q3OJuWmVews66yBW6,2Jd4rUFlIWzOrgbaSj1BiD,Keefff,62,2,2021-05-30,day,0,2024-01-08
0.942,0.623,7,-10.335,1,0.366,0.0517,0.0,0.112,0.614,110.031,123818,4,2UTtcAdKH5wskTWDssJB5e,GPS (Brawling Riddim Single) [feat. Melick],1xXA4q3OJuWmVews66yBW6,"4VF0sdPSFLYdVWF6FRK6OK,6PVJT1HLoXJ1czT0699lfX","Father Philis,Melick","9937,258","28,20",2021-05-13,day,15,2024-01-08
0.9,0.593,1,-3.303,0,0.0671,0.613,0.0,0.126,0.791,100.036,127431,4,5W94CNKrD6fJXnCEGsYq9M,Bi6,1xXA4q3OJuWmVews66yBW6,"3r8Hq14XJAyy6K8mlBs2s5,6fanvfSBKMMExePwhUq8Mi","Rebel Sixx,K Lion","50851,40088","34,30",2021-09-10,day,25,2024-01-08
0.605,0.464,0,-6.688,0,0.331,0.491,2.55e-06,0.163,0.697,86.189,258462,5,5ispWd0P9wIvIK37DV9JUz,Bestfriend,1xXA4q3OJuWmVews66yBW6,"2Jv0w50BNaGlwnXpq69HGm,58GP6t4N8aiJkHTOM41ECz","Prince Swanny,Plumpy Boss","112646,21328","43,31",2021-01-14,day,25,2024-01-08
0.965,0.4,0,-9.259,1,0.275,0.169,0.0,0.138,0.464,110.016,141871,4,7K9GTM00JBwsCXAcHqifHj,Double Palm,1xXA4q3OJuWmVews66yBW6,4GG6KG2KY40XjjfyBeYbAo,Shade Mischif,199,4,2020-10-09,day,19,2024-01-08
0.973,0.539,10,-4.326,0,0.127,0.0266,0.0,0.0976,0.5,109.977,141818,4,4hYlMt88kDIIVzbXQg5vkE,Too Much,1xXA4q3OJuWmVews66yBW6,"0EW8oVadcmlxZevZFlPm9P,2kEIOdyvN8XjC6UqysNWJ4","Marzville,Klassik Frescobar","20808,3462","39,32",2021-01-27,day,50,2024-01-08
0.746,0.404,11,-7.537,1,0.472,0.127,9.45e-06,0.0844,0.665,62.178,153652,5,5vJha5pbkQz9TbiVj9uuxf,Grip,1xXA4q3OJuWmVews66yBW6,2Jd4rUFlIWzOrgbaSj1BiD,Keefff,62,2,2022-02-10,day,0,2024-01-08
0.699,0.561,8,-7.564,0,0.435,0.143,0.0,0.0845,0.448,101.969,178887,4,6SeDUJkXTFGmxsT1DSy6GV,Dreams 2 Reality,1xXA4q3OJuWmVews66yBW6,2Jd4rUFlIWzOrgbaSj1BiD,Keefff,62,2,2022-05-18,day,0,2024-01-08
0.74,0.643,8,-5.827,0,0.227,0.143,2.8e-06,0.135,0.466,96.036,210000,4,52PAf9cKY9TiHRGdzKb1OV,Elevate,1xXA4q3OJuWmVews66yBW6,7c8WSGTjxRP9sOob1KukJA,Kalonji,33554,29,2022-11-04,day,15,2024-01-08
0.802,0.638,10,-5.172,0,0.0444,0.0969,0.0,0.188,0.57,99.978,144000,4,38tOkZh9N1aZXc9QzbrIEe,Boogeyman,1xXA4q3OJuWmVews66yBW6,0JSBUUBuT8pbdbw1UZggSY,Tefflon,19249,28,2020-07-19,day,2,2024-01-08
0.536,0.616,1,-7.575,1,0.102,0.684,0.0,0.125,0.351,99.77,158108,4,2vzHS4tKhm912jcDbdeA5v,Up Now,1xXA4q3OJuWmVews66yBW6,5np2XqLanbxQzpEVFG0big,Kman 6ixx,16819,40,2023-05-13,day,35,2024-01-08
0.799,0.311,5,-13.169,0,0.12,0.229,0.0,0.0866,0.481,98.021,219216,4,6fYDIPTR9FMe7CxrabdbX0,Traitor (Kman x Tman),1xXA4q3OJuWmVews66yBW6,2Tfe5UdBBWDTGkGwPzblJQ,Toby Boss Ent,4612,28,2023-08-02,day,41,2024-01-08
0.628,0.57,11,-7.417,0,0.437,0.313,0.0,0.0951,0.479,103.127,187120,4,57Al70gjp2ibIEsNk34wWa,Money Dream,1xXA4q3OJuWmVews66yBW6,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3790,13,2022-07-17,day,2,2024-01-08
0.807,0.488,11,-8.403,1,0.334,0.761,0.0,0.102,0.282,92.0,167086,4,4Wr6aufdOtDheONAaAFNCU,Guzman Badness,1xXA4q3OJuWmVews66yBW6,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3790,13,2022-07-17,day,19,2024-01-08
0.654,0.448,4,-7.809,0,0.433,0.754,0.00232,0.116,0.235,97.154,160705,4,0SwP37nvGcJ6RUlSxbhEQy,Amazing,1xXA4q3OJuWmVews66yBW6,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3790,13,2022-07-17,day,2,2024-01-08
0.538,0.532,6,-9.851,0,0.328,0.324,0.0,0.388,0.545,78.605,183197,1,5xGcS5wd6b4IH3ZVQZAIig,No Emotion,1xXA4q3OJuWmVews66yBW6,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3790,13,2022-07-17,day,8,2024-01-08
0.922,0.518,7,-10.764,0,0.269,0.647,0.0,0.113,0.656,104.026,151184,4,6Xi5TKRBjQESe6VoaoyVxc,Dem Na Bad,1xXA4q3OJuWmVews66yBW6,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3790,13,2022-07-17,day,12,2024-01-08
0.546,0.502,4,-7.599,0,0.285,0.845,0.0,0.101,0.363,98.306,164696,4,6sQUXuNDaEJAQqrF5NbykN,Do What You Want,1xXA4q3OJuWmVews66yBW6,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3790,13,2022-07-17,day,4,2024-01-08
0.789,0.545,6,-7.623,0,0.111,0.911,0.000692,0.0927,0.184,99.008,158977,4,50UrmwrykagLwt96nDvVO3,Money Dance,1xXA4q3OJuWmVews66yBW6,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3790,13,2022-07-17,day,2,2024-01-08
0.934,0.518,1,-9.786,1,0.157,0.0911,0.0,0.125,0.596,110.0,144114,4,7e4WSX6T9ibUtKGaEL5Oan,Dirt,1xXA4q3OJuWmVews66yBW6,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3790,13,2022-07-17,day,11,2024-01-08
0.832,0.627,4,-8.134,0,0.218,0.236,0.0,0.349,0.511,104.068,136072,4,2UYszZfYYaUTUbi5mFN1qn,Bad Gyal,1xXA4q3OJuWmVews66yBW6,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3790,13,2022-07-17,day,4,2024-01-08
0.65,0.456,10,-9.876,1,0.335,0.762,0.0,0.124,0.277,97.825,171939,4,49YmPKwQKpHdVeQyO5dP7J,Demise,1xXA4q3OJuWmVews66yBW6,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3790,13,2022-07-17,day,2,2024-01-08
0.716,0.344,6,-13.812,0,0.264,0.752,0.0,0.118,0.246,80.589,173750,4,6nZpeIeAXxjuuENpGuDefg,Me U & Hennessy,1xXA4q3OJuWmVews66yBW6,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3790,13,2022-07-17,day,1,2024-01-08
0.823,0.68,1,-6.181,1,0.0562,0.264,0.0,0.079,0.453,106.023,165617,4,4nG6oQfr42Y2kLjO4Fps7u,24/7,1xXA4q3OJuWmVews66yBW6,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3790,13,2022-07-17,day,3,2024-01-08
0.916,0.54,4,-8.787,0,0.459,0.401,0.0,0.0805,0.366,102.972,146924,4,13OUrVhfwOj8vnycpuWIZL,Fck With Me (Bonus),1xXA4q3OJuWmVews66yBW6,"4cJGv7y0rQLqGSe4aKrurE,0D5XTChITuxHH4nwPHE5hA","Toppy Boss,Magic D One Don","3790,4","13,0",2022-07-17,day,5,2024-01-08
0.511,0.73,9,-5.953,0,0.205,0.508,0.0,0.171,0.304,98.98,131465,4,7hoU8L56XG8331qY1JxnjR,Fully 6ixx,1xXA4q3OJuWmVews66yBW6,"1HXkVBU6RwIxxN6xuI6b00,5Pe4MqEuPta6GdCDxzoosc","Squash,Kman 6ixx","164547,140","43,24",2023-08-27,day,31,2024-01-08
0.613,0.5,1,-8.509,1,0.43,0.165,0.0,0.0822,0.237,63.96,190588,5,0WHdRbiGEWKWeNK8ikOM4q,Pearly Gates,1xXA4q3OJuWmVews66yBW6,7c8WSGTjxRP9sOob1KukJA,Kalonji,33554,29,2023-11-30,day,21,2024-01-08
0.797,0.532,1,-10.199,1,0.223,0.00559,0.000257,0.145,0.269,104.041,166154,4,5DiwOLjjbSdEIBYnQo44g0,Trauma,1xXA4q3OJuWmVews66yBW6,7c8WSGTjxRP9sOob1KukJA,Kalonji,33554,29,2023-11-11,day,20,2024-01-08
0.509,0.496,5,-7.149,0,0.0965,0.093,0.0,0.15,0.196,127.9,180619,5,3D3fT3svjweAH7mF6q91WX,Feel,1xXA4q3OJuWmVews66yBW6,7c8WSGTjxRP9sOob1KukJA,Kalonji,33554,29,2023-11-11,day,22,2024-01-08
0.517,0.322,2,-12.718,1,0.277,0.272,0.0,0.117,0.145,98.012,156735,4,1MhIHkpxAMUx2jyw1oZzbo,Yard,1xXA4q3OJuWmVews66yBW6,7c8WSGTjxRP9sOob1KukJA,Kalonji,33554,29,2023-11-11,day,20,2024-01-08
0.752,0.483,2,-8.375,1,0.395,0.07,0.0,0.072,0.0812,101.923,171765,4,3hFds1SqIt8mM82L590vbJ,No Evil,1xXA4q3OJuWmVews66yBW6,7c8WSGTjxRP9sOob1KukJA,Kalonji,33554,29,2023-11-11,day,22,2024-01-08
0.614,0.522,8,-7.123,1,0.318,0.0918,0.0,0.115,0.247,138.826,169038,5,0t1URmo8uWlHf2eUCUYLK2,Violent,1xXA4q3OJuWmVews66yBW6,7c8WSGTjxRP9sOob1KukJA,Kalonji,33554,29,2023-11-11,day,22,2024-01-08
0.693,0.593,6,-6.72,1,0.393,0.106,0.000667,0.121,0.446,134.319,213861,5,4OTmKDzQ657T7eFLvKOjwo,Drag Lord,1xXA4q3OJuWmVews66yBW6,7c8WSGTjxRP9sOob1KukJA,Kalonji,33554,29,2023-11-11,day,25,2024-01-08
0.655,0.433,9,-13.346,0,0.314,0.0518,0.0,0.124,0.372,127.868,125000,5,2Ms99UFiBFYi5VqRV1F0sJ,Patience,1xXA4q3OJuWmVews66yBW6,7c8WSGTjxRP9sOob1KukJA,Kalonji,33554,29,2023-11-11,day,19,2024-01-08
0.631,0.416,5,-8.95,1,0.0562,0.109,0.0,0.522,0.45,100.075,175200,4,6aeBuyPo82e1qahtzGpxWY,Take Control,1xXA4q3OJuWmVews66yBW6,7c8WSGTjxRP9sOob1KukJA,Kalonji,33554,29,2023-11-11,day,17,2024-01-08
0.707,0.494,10,-8.226,1,0.283,0.0936,0.0,0.103,0.14,102.03,174118,4,3BO8mMTaDHJUTJADfILDX8,Grateful,1xXA4q3OJuWmVews66yBW6,7c8WSGTjxRP9sOob1KukJA,Kalonji,33554,29,2023-11-11,day,17,2024-01-08
0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,106.279,192107,4,0BBOLOV5JntPL3341swIre,Turn Me On,37i9dQZF1EQqoytXQhz8dz,1GaBsp1ICIp1e6udgE7fba,Kevin Lyttle,92191,56,2004-03-30,day,71,2024-01-08
0.591,0.843,0,-5.196,1,0.148,0.0305,0.0,0.297,0.836,134.325,214455,5,6bOLRTULQUiXeVnxOIPZVA,Gyal You a Party Animal,37i9dQZF1EQqoytXQhz8dz,5sK8BsvyDl4TFA6KaBf8or,Charly Black,337434,58,2015,year,69,2024-01-08
0.67,0.823,1,-2.24,0,0.295,0.14,0.0,0.311,0.655,105.739,141226,4,4lqqbSHGGR5BRtnmnky00G,Shen Yeng Anthem,37i9dQZF1EQqoytXQhz8dz,1OFOShsIbhy1l5x73yuVyB,Shenseea,646196,61,2018-05-25,day,69,2024-01-08
