danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_id,track_name,track_source_playlist,track_artists_id,track_artists_name,track_artists_followers,track_artists_popularity,release_date,release_date_precision,popularity,generated_timestamp
0.594,0.469,4,-9.192,0,0.476,0.412,2.57e-06,0.0911,0.473,74.517,225000,5,2Y3EY4bEFhRbRvys4Fo9jK,World War 3,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-02-13,day,31,2024-01-08
0.817,0.441,8,-9.154,0,0.311,0.494,1.16e-05,0.0749,0.433,99.935,172800,4,3YK38gmKuG9reDly3KeKQ8,Weak Heart,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-01-17,day,24,2024-01-08
0.833,0.511,0,-7.91,0,0.202,0.73,0.0,0.224,0.49,100.044,203990,4,5wPcFRwPMK1aVhboTtJK5f,Rifle War,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-01-01,day,37,2024-01-08
0.688,0.734,6,-3.922,0,0.437,0.569,0.0,0.315,0.501,55.547,161071,4,0MCA6RAlibvowsEaZy9p8y,Welcome 2 TriniBad,6Jq0QdwB0vk7VPcIqpo4pr,"6QJrx4J9XqIxXUBhacoJHC,22VTLijlsfRm7CFJPHnj72","Medz Boss,Icee Dan","34233,14","27,0",2020-03-06,day,36,2024-01-08
0.738,0.629,9,-10.361,0,0.405,0.316,4.88e-06,0.0903,0.318,133.324,206495,5,3KowpMVfbYubAEk68w8qT1,Work,6Jq0QdwB0vk7VPcIqpo4pr,"6QJrx4J9XqIxXUBhacoJHC,4Eg9wMIN73JI2iMSj1b05y","Medz Boss,Kyler","34233,68","27,4",2019-10-17,day,15,2024-01-08
0.879,0.673,0,-8.447,0,0.257,0.655,0.0,0.103,0.657,91.527,194119,4,4jmstnoEZPzv3z5eI42KG4,Long Time,6Jq0QdwB0vk7VPcIqpo4pr,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,34233,27,2019-10-17,day,21,2024-01-08
0.561,0.642,10,-5.014,0,0.303,0.463,0.0,0.133,0.264,63.17,177659,3,7GqFgSi809aPSq4jwAqa1F,MEDTek Life,6Jq0QdwB0vk7VPcIqpo4pr,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,34233,27,2020-01-18,day,22,2024-01-08
0.629,0.549,11,-8.933,0,0.28,0.87,0.0,0.161,0.547,100.045,194096,4,7xRW9W9dbsbKrt9dWawAF5,Fear We,6Jq0QdwB0vk7VPcIqpo4pr,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,34233,27,2019-10-11,day,33,2024-01-08
0.565,0.529,7,-9.547,0,0.445,0.629,0.0,0.607,0.173,127.96,180000,5,46i8AWxlJkIjXj9mH9xrZf,War Start,6Jq0QdwB0vk7VPcIqpo4pr,1q8eLau7GFYIqG56nO7Cwt,CJ Dan,6886,9,2019-12-02,day,0,2024-01-08
0.87,0.494,2,-6.46,1,0.393,0.345,0.0,0.0754,0.526,99.97,174000,4,0XD8Gu2zhc8T0vX0xndGaz,Santa Cruz,6Jq0QdwB0vk7VPcIqpo4pr,1q8eLau7GFYIqG56nO7Cwt,CJ Dan,6886,9,2019-12-17,day,21,2024-01-08
0.619,0.489,6,-10.842,1,0.789,0.0784,0.0,0.106,0.355,131.774,187819,5,0PPzyHDLMpja5U3RqJegCP,Protect Yuh Life,6Jq0QdwB0vk7VPcIqpo4pr,"1q8eLau7GFYIqG56nO7Cwt,1z3USAQkpBPZ7J9In62MFb","CJ Dan,Vers","6886,856","9,7",2019-05-31,day,18,2024-01-08
0.819,0.568,5,-6.389,0,0.256,0.507,0.0,0.11,0.39,100.051,146955,4,2bQzXrzbcyJr78LdHpDwQY,Adrenaline,6Jq0QdwB0vk7VPcIqpo4pr,3UwGbC4Sl9MmonrpWo6grS,Boy Boy,29068,41,2019-10-01,day,52,2024-01-08
0.579,0.594,10,-9.885,0,0.249,0.117,0.0,0.17,0.414,124.784,182927,5,1Ka57wTaOw10FpX7HRUPKE,Die Die,6Jq0QdwB0vk7VPcIqpo4pr,3UwGbC4Sl9MmonrpWo6grS,Boy Boy,29068,41,2019-09-18,day,38,2024-01-08
0.748,0.3,9,-15.961,0,0.556,0.407,0.0,0.0905,0.265,132.758,187272,5,21KP3XpgIzDDt9rzgjD8dY,Rabia,6Jq0QdwB0vk7VPcIqpo4pr,3UwGbC4Sl9MmonrpWo6grS,Boy Boy,29068,41,2020-01-03,day,23,2024-01-08
0.945,0.676,6,-6.939,0,0.334,0.271,0.0,0.102,0.814,106.728,138067,4,2T8GiqWOZfjW3XwhVpoW9a,Zesser More Zessing,6Jq0QdwB0vk7VPcIqpo4pr,1yBSwrhGAh8xLabpLtbzTL,Trinidad Ghost,670,7,2020-07-01,day,37,2024-01-08
0.592,0.57,6,-9.438,0,0.272,0.457,0.0,0.0891,0.164,131.881,194926,5,6wn3vuQJnKgF1kwfYo8TOa,AR 15,6Jq0QdwB0vk7VPcIqpo4pr,3ATKkAzfZsIJuoCnOepK67,Trigger Dan,1834,6,2019-02-18,day,23,2024-01-08
0.818,0.485,1,-13.836,0,0.527,0.425,1.33e-06,0.0886,0.219,65.439,197784,3,3ZK1L4ZP55CVwEIQ6kSpF6,Heaven,6Jq0QdwB0vk7VPcIqpo4pr,6wrNAJbDJ1gRcACD4l0ZNz,2k Zelle,459,6,2018-08-07,day,23,2024-01-08
0.625,0.668,8,-4.838,1,0.185,0.262,0.0,0.12,0.298,128.318,177647,5,0DhOQjBHAQpr32thkMN7qx,ME1,6Jq0QdwB0vk7VPcIqpo4pr,3iWwLfjZAKzmAB57v38i45,Raskality,5723,15,2019-07-04,day,14,2024-01-08
0.873,0.444,8,-4.758,0,0.0701,0.218,1.64e-05,0.263,0.735,99.986,204147,4,6eeRZj1uNCKglx0Ztkwntg,Violation,6Jq0QdwB0vk7VPcIqpo4pr,32nq4XgOuAaSoDItiHi9Uu,Boogie and G5,2767,4,2019-06-30,day,21,2024-01-08
0.683,0.455,9,-10.688,0,0.294,0.579,0.00149,0.112,0.282,132.985,177046,5,2nzbXgD7dS6pQCt0bvCdZd,Play Mad,6Jq0QdwB0vk7VPcIqpo4pr,0RyIm05wJ3OkfUC9w84mly,Leo King,1253,0,2019-05-17,day,7,2024-01-08
0.791,0.327,1,-12.23,1,0.405,0.144,0.0,0.223,0.446,99.865,185318,4,2L0zqG5XhtUQlY4wZYFXlW,No Kriminal,6Jq0QdwB0vk7VPcIqpo4pr,0RyIm05wJ3OkfUC9w84mly,Leo King,1253,0,2019-01-28,day,0,2024-01-08
0.753,0.658,6,-4.899,0,0.149,0.0813,0.0,0.132,0.497,199.893,199407,4,5TxhYV1tPYi2clOzsR0MrF,My Journey,6Jq0QdwB0vk7VPcIqpo4pr,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2018-10-19,day,30,2024-01-08
0.729,0.446,6,-4.881,1,0.412,0.495,5.81e-06,0.14,0.331,92.832,209110,4,1PU9tXyTkEUuVwqmghk0TC,Drama,6Jq0QdwB0vk7VPcIqpo4pr,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2019-11-15,day,19,2024-01-08
0.625,0.707,11,-7.29,0,0.443,0.734,0.0,0.164,0.539,96.965,196837,4,5y9RZ1drpPaWnYnBZg0zbK,My Story,6Jq0QdwB0vk7VPcIqpo4pr,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2019-05-31,day,31,2024-01-08
0.598,0.526,4,-9.075,0,0.433,0.829,0.0012,0.111,0.178,99.54,201637,4,3lchEyFZsEZitzLKymD0Nc,Badness,6Jq0QdwB0vk7VPcIqpo4pr,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2019-01-18,day,20,2024-01-08
0.892,0.505,8,-6.609,0,0.0745,0.656,0.0,0.326,0.768,100.007,128448,4,5r6SDXeZmaNlA9bDNtpuW7,March Out,6Jq0QdwB0vk7VPcIqpo4pr,7zow5Va8ESrfnxvUF62HRH,Icee Dan,8058,22,2019-10-18,day,25,2024-01-08
0.767,0.776,0,-6.026,1,0.252,0.0722,0.0,0.124,0.707,100.164,174586,4,1IYfttY0MISlli2vuuvXmY,Up in Her,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2019-07-19,day,19,2024-01-08
0.858,0.56,7,-5.52,1,0.126,0.148,0.0,0.279,0.297,97.987,161633,4,161otjvz4uq0emZV2VSamG,My Team,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2020-01-10,day,10,2024-01-08
0.781,0.664,6,-6.261,0,0.171,0.256,0.0,0.18,0.505,100.042,206448,4,4RlWhK4iGgRMcLE4iJSDzs,Stacking,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2019-09-07,day,28,2024-01-08
0.818,0.581,9,-7.173,0,0.0467,0.211,0.0,0.151,0.332,100.055,163224,1,2vVHPNZS2XSqhQpp5EqQEL,Through The Storm,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2019-11-29,day,26,2024-01-08
0.708,0.627,11,-6.16,0,0.0961,0.779,0.0,0.248,0.576,99.887,196848,4,2feAJHCfwyGdleWaBxBMx1,Dreams,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2019-06-07,day,39,2024-01-08
0.536,0.722,6,-5.473,1,0.346,0.378,0.0,0.106,0.635,89.524,170323,4,2NvvlvoJ2GwAPm6eprR9Xn,Bread Winner,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2019-04-27,day,36,2024-01-08
0.611,0.433,6,-11.762,0,0.184,0.298,0.0,0.179,0.499,99.941,196791,4,2bxinDmXBPJIMI4JLaxEUj,Watch Your Friends,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2018-08-17,day,23,2024-01-08
0.799,0.692,8,-4.058,0,0.186,0.258,0.0,0.108,0.327,99.995,175200,4,3MpbRnELaqYKMvGmudyn0A,Real Mad Dawgs,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2020-01-17,day,35,2024-01-08
0.833,0.48,1,-8.973,0,0.0519,0.566,0.0,0.135,0.726,108.985,181890,4,4Zw3tuvYoHSec4hLbUG63a,Unknown Car,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2018-06-08,day,25,2024-01-08
0.75,0.612,8,-7.651,1,0.115,0.124,0.0,0.0689,0.363,105.019,226351,4,0QeCogkgKfyuNa6xbPa9F0,Day One Dawgz (Parallel Riddim),6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2017-12-22,day,12,2024-01-08
0.541,0.79,6,-4.64,0,0.139,0.307,2.91e-06,0.207,0.421,97.776,194448,4,4vMHb0zEv0PnDsiRyXHK3N,Lef Mi Alone,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2019-02-06,day,10,2024-01-08
0.606,0.865,4,-0.642,0,0.219,0.67,0.0,0.121,0.422,94.117,192128,4,5S5NnFS2LhCVoSbWmevXQG,Bonafide,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2019-12-27,day,41,2024-01-08
0.904,0.6,7,-6.211,1,0.336,0.237,0.0,0.112,0.646,99.949,195814,4,4bRDN062IRSGZ3OEZ23Fzx,Right Now,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2019-04-05,day,10,2024-01-08
0.623,0.774,9,-6.003,0,0.0792,0.26,0.0,0.164,0.745,102.404,145882,4,6pWaU8G1BmpUfVKk1ePXP1,Mad Mi So,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2020-01-17,day,35,2024-01-08
0.45,0.807,8,-4.1,0,0.324,0.256,0.0,0.135,0.299,88.89,251185,4,1cvkRNLXX4BWPZ6bzIRn5n,Awakening (3rd Eye Riddim),6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2019-09-27,day,9,2024-01-08
0.604,0.682,11,-6.517,0,0.176,0.506,0.0,0.0926,0.425,76.142,255648,4,7cFNi8u0TkLiLydiwdeu4w,Life Mi Live,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2019-04-19,day,15,2024-01-08
0.585,0.781,1,-3.861,0,0.279,0.282,0.0,0.219,0.345,97.938,177699,4,53z9xoWTnO5BYNUUqovX6T,War Dem Want,6Jq0QdwB0vk7VPcIqpo4pr,6CxUKwVnCBKKP60XMvnMOL,Jahllano,20037,25,2018-08-31,day,28,2024-01-08
0.766,0.601,2,-8.882,0,0.313,0.602,2.4e-05,0.201,0.439,119.04,208315,4,5PladfqJw4e4lOKvyJaH7W,Sen Dem Out,6Jq0QdwB0vk7VPcIqpo4pr,6CxUKwVnCBKKP60XMvnMOL,Jahllano,20037,25,2018-09-28,day,25,2024-01-08
0.704,0.54,5,-8.019,0,0.485,0.183,0.0,0.14,0.471,65.962,166388,5,4ldvcEduEhNJSoMob2CLrH,Come From Nothing,6Jq0QdwB0vk7VPcIqpo4pr,6CxUKwVnCBKKP60XMvnMOL,Jahllano,20037,25,2019-07-19,day,20,2024-01-08
0.523,0.669,6,-5.451,1,0.38,0.23,0.0,0.196,0.58,87.468,147097,4,3Ra8BI93mKfo9N6GBeieXC,Need a Change,6Jq0QdwB0vk7VPcIqpo4pr,6CxUKwVnCBKKP60XMvnMOL,Jahllano,20037,25,2019-04-27,day,25,2024-01-08
0.617,0.528,9,-8.548,0,0.454,0.275,0.0,0.0831,0.502,120.529,157803,5,4paVh8BUwk6sefYXTdh9yQ,We Badness Expensive,6Jq0QdwB0vk7VPcIqpo4pr,6CxUKwVnCBKKP60XMvnMOL,Jahllano,20037,25,2019-12-11,day,0,2024-01-08
0.591,0.652,4,-5.769,1,0.103,0.561,5.59e-06,0.0793,0.612,100.03,163200,4,6OppoqjaEkXBav5EQ8UXdu,Zesser,6Jq0QdwB0vk7VPcIqpo4pr,3iWwLfjZAKzmAB57v38i45,Raskality,5723,15,2019-03-01,day,21,2024-01-08
0.804,0.694,5,-6.279,0,0.338,0.332,0.0,0.145,0.521,67.309,166388,3,6PZNwGXVSVv2mEyNJ47A5W,Draco,6Jq0QdwB0vk7VPcIqpo4pr,"3iWwLfjZAKzmAB57v38i45,6CxUKwVnCBKKP60XMvnMOL","Raskality,Jahllano","5723,20037","15,25",2019-07-19,day,18,2024-01-08
0.621,0.743,2,-4.266,0,0.416,0.673,0.0,0.193,0.718,141.817,186758,5,23jXNDEJFCWK96A5rf2uyo,Accustom,6Jq0QdwB0vk7VPcIqpo4pr,6CxUKwVnCBKKP60XMvnMOL,Jahllano,20037,25,2019-12-11,day,0,2024-01-08
0.676,0.868,7,-3.592,1,0.329,0.022,0.000431,0.0705,0.579,97.928,151905,4,77jyxSFI9aK2LI9fyjAEsE,Bang Bang,6Jq0QdwB0vk7VPcIqpo4pr,6CxUKwVnCBKKP60XMvnMOL,Jahllano,20037,25,2019-12-11,day,0,2024-01-08
0.695,0.535,8,-6.605,0,0.446,0.584,0.0,0.161,0.526,66.123,131495,3,0mNULGg8I9BjWyu8YQbC1F,Crazy,6Jq0QdwB0vk7VPcIqpo4pr,6CxUKwVnCBKKP60XMvnMOL,Jahllano,20037,25,2019-12-11,day,0,2024-01-08
0.61,0.744,0,-6.389,0,0.212,0.224,0.0,0.167,0.787,93.684,137953,4,4VzWXU4YaMFYNQ2nu1PXug,The Last Days,6Jq0QdwB0vk7VPcIqpo4pr,6CxUKwVnCBKKP60XMvnMOL,Jahllano,20037,25,2019-12-20,day,4,2024-01-08
0.818,0.537,0,-3.395,1,0.584,0.756,8.32e-06,0.248,0.549,66.803,177000,5,019qEwupgC31lCp19jgttK,868 King,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-02-13,day,33,2024-01-08
0.628,0.805,7,-1.367,1,0.241,0.795,0.0,0.0963,0.52,93.297,194043,4,3JTKA1ccm6yGyqCV7AYlaT,Bad Gyal,6Jq0QdwB0vk7VPcIqpo4pr,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,34233,27,2019-12-27,day,35,2024-01-08
0.592,0.554,1,-4.342,0,0.329,0.282,0.0,0.268,0.592,65.752,127321,3,0N2RgrS7OvQiXctzY0pkq6,Touchdown,6Jq0QdwB0vk7VPcIqpo4pr,363rd3ZlAT1FYFhYLFzK6L,Rondo,4068,12,2019-10-21,day,30,2024-01-08
0.894,0.597,8,-4.656,0,0.0865,0.565,0.0,0.161,0.778,100.046,128424,4,5eZodd2wTkSEHsI19p1p6l,Bompton Law,6Jq0QdwB0vk7VPcIqpo4pr,7tnzhcb2y0dtPFIFVTp0A4,Tafari,26094,22,2020-10-24,day,31,2024-01-08
0.669,0.533,8,-5.257,0,0.402,0.174,0.0,0.421,0.6,100.104,129750,4,6Bi6IgisCcr1e6VXyo03yn,Man Ah General,6Jq0QdwB0vk7VPcIqpo4pr,2uXytzsWyyjXiAaQQ5O0s3,Pablo Dan,2941,5,2019-06-30,day,20,2024-01-08
0.608,0.704,11,-6.804,1,0.101,0.232,0.0,0.149,0.488,94.74,142849,4,0E8DbilKrdRl53ePxl60O8,Marrow Ago Fly,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2020-02-14,day,25,2024-01-08
0.718,0.715,10,-8.166,0,0.37,0.0746,0.0,0.11,0.16,91.392,175031,4,2Mlqv0dinMap5eK334XB5O,Badmind People,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2017-03-11,day,12,2024-01-08
0.802,0.656,0,-6.537,1,0.355,0.294,0.0,0.0948,0.819,107.842,148924,4,1kfe98OlFHXMHph4ACJkfe,Malandros (Weekend Riddim),6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2019-11-01,day,36,2024-01-08
0.751,0.548,0,-6.787,1,0.807,0.717,4.03e-06,0.117,0.419,66.282,174000,5,7DydPolaoKNe92MY6sqBa9,Team,6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2019-12-17,day,33,2024-01-08
0.582,0.515,4,-9.438,0,0.613,0.441,3.5e-05,0.0879,0.397,48.077,210129,4,5bW0A0OE84BCIiJljaGLN2,Step Pon Dem,6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2020-08-25,day,22,2024-01-08
0.601,0.771,1,-2.189,1,0.293,0.484,0.0,0.0784,0.717,97.12,179592,4,1kKjv1AxaVtPSNWUxCyG8e,One Link,6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2019-11-15,day,27,2024-01-08
0.779,0.826,5,-4.593,0,0.342,0.738,0.0,0.0942,0.909,99.479,163200,4,6azxWpKgFoC34i0z1HaikT,Safe,6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2020-01-03,day,30,2024-01-08
0.878,0.476,3,-9.058,0,0.346,0.192,0.0,0.269,0.6,95.069,191608,4,5i3yN6MeOlwq6IyFKsLSb3,New K,6Jq0QdwB0vk7VPcIqpo4pr,"6Ex07b1orPPrEObwY9hzks,2PoIH45Qs8JLY2RfpdzyVE","Boogie,G5","2053,6015","3,20",2019-12-13,day,19,2024-01-08
0.923,0.53,2,-7.553,1,0.15,0.0804,0.000177,0.0971,0.419,100.021,184947,4,2e393wLift2N4BmCBZzuCF,Blood,6Jq0QdwB0vk7VPcIqpo4pr,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,34233,27,2020-05-08,day,31,2024-01-08
0.536,0.756,11,-3.123,0,0.329,0.46,0.0,0.158,0.671,72.908,159273,5,54RE0090RyBRlc1OPCoU7E,Formula,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2020-05-07,day,41,2024-01-08
0.746,0.669,4,-8.261,0,0.216,0.437,4.78e-06,0.285,0.332,95.108,154737,4,7yQLYPU264ANcDOluHJHix,Grimm,6Jq0QdwB0vk7VPcIqpo4pr,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,34233,27,2020-05-01,day,8,2024-01-08
0.935,0.627,6,-6.972,0,0.126,0.127,0.0,0.15,0.342,104.888,157714,4,6f1QkHunn0AAwW7xnS7EnR,Expert,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2020-05-27,day,33,2024-01-08
0.731,0.744,1,-3.647,0,0.213,0.0417,0.0,0.144,0.44,93.958,250358,4,4ZYs6suTVIJPg5vxibOyIw,Catch 22,6Jq0QdwB0vk7VPcIqpo4pr,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,112646,43,2021-01-14,day,55,2024-01-08
0.677,0.552,5,-7.733,0,0.322,0.804,0.0,0.144,0.88,142.923,168889,5,2f33W36xOV4apM1O3KE0wN,Private Zess,6Jq0QdwB0vk7VPcIqpo4pr,"6fanvfSBKMMExePwhUq8Mi,3TkImpONkqVur05k1iIe7l","K Lion,LR","40088,156","30,25",2020-03-17,day,37,2024-01-08
0.721,0.692,7,-5.914,0,0.233,0.565,6.82e-06,0.12,0.828,97.506,180000,4,6FOeRc9pBD9Y3DGJihVOmf,Monsterz Out,6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2020-05-01,day,30,2024-01-08
0.759,0.609,9,-8.625,1,0.316,0.539,0.0,0.0743,0.64,103.867,216947,4,4D0BXEORpR7AcoeftXO2z1,Extraordinary,6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2020-03-14,day,30,2024-01-08
0.929,0.547,6,-6.595,0,0.131,0.232,9.71e-05,0.0846,0.354,104.029,240000,4,5m6x2kHWoFSvYkSiX0CZNi,OMG,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-02-15,day,29,2024-01-08
0.878,0.617,8,-5.441,1,0.117,0.167,0.000217,0.206,0.305,100.061,194444,4,1ovhpahCxobkKqn5RPk3TM,Parliament,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-03-06,day,31,2024-01-08
0.715,0.77,0,-5.755,0,0.368,0.31,0.0,0.258,0.145,89.885,252891,4,7GB8WAeAZi426mRkJrtkOQ,Avaricious Fren,6Jq0QdwB0vk7VPcIqpo4pr,"3zorWCDx017sz4UYP2fC9w,3r8Hq14XJAyy6K8mlBs2s5","Chronic Law,Rebel Sixx","158123,50851","50,34",2020-06-17,day,10,2024-01-08
0.531,0.691,6,-7.46,0,0.0767,0.188,0.0,0.0978,0.389,102.509,243000,5,3AGXiyg3dXfFCB2taHrZwM,Murda,6Jq0QdwB0vk7VPcIqpo4pr,6CxUKwVnCBKKP60XMvnMOL,Jahllano,20037,25,2020-04-17,day,13,2024-01-08
0.86,0.394,8,-15.573,0,0.151,0.626,0.0,0.121,0.289,100.031,158459,4,4oaNAnqd6C3TUu6ZAtuVFk,Dead,6Jq0QdwB0vk7VPcIqpo4pr,"1q8eLau7GFYIqG56nO7Cwt,3oPS5gQSuTmiuCDWQo2Mdw","CJ Dan,Sin Sin","6886,534","9,5",2020-05-08,day,12,2024-01-08
0.569,0.663,0,-5.858,0,0.161,0.822,0.0,0.169,0.771,130.552,188576,5,1QbQFDVEm6ImPZ8giR4Z4E,Dreams,6Jq0QdwB0vk7VPcIqpo4pr,1q8eLau7GFYIqG56nO7Cwt,CJ Dan,6886,9,2020-01-17,day,7,2024-01-08
0.693,0.474,6,-6.837,1,0.459,0.167,0.0,0.27,0.509,200.021,153712,4,2Z7ZC8V7qCuoH8p6GXiRsk,Clean and Dutty,6Jq0QdwB0vk7VPcIqpo4pr,"1q8eLau7GFYIqG56nO7Cwt,7zow5Va8ESrfnxvUF62HRH","CJ Dan,Icee Dan","6886,8058","9,22",2020-04-14,day,0,2024-01-08
0.757,0.676,8,-3.803,1,0.0792,0.0726,7.5e-05,0.0789,0.158,101.999,155109,4,2UmAhS7gLpVfyJa7yrtSmE,No Talk,6Jq0QdwB0vk7VPcIqpo4pr,3UwGbC4Sl9MmonrpWo6grS,Boy Boy,29068,41,2020-03-31,day,32,2024-01-08
0.838,0.715,6,-5.574,0,0.328,0.666,0.0,0.305,0.245,133.444,188082,5,5nhQjFM1HQvNis4UJKNcLe,Loose Cannon,6Jq0QdwB0vk7VPcIqpo4pr,"3UwGbC4Sl9MmonrpWo6grS,3iWwLfjZAKzmAB57v38i45","Boy Boy,Raskality","29068,5723","41,15",2020-03-09,day,30,2024-01-08
0.517,0.707,5,-7.085,0,0.33,0.396,0.0,0.151,0.962,104.873,163248,4,02pEeameBALo1rYgeJMUMB,5 A.M.,6Jq0QdwB0vk7VPcIqpo4pr,7zow5Va8ESrfnxvUF62HRH,Icee Dan,8058,22,2020-01-10,day,11,2024-01-08
0.453,0.688,4,-8.017,0,0.343,0.377,0.0,0.843,0.311,80.687,222316,3,1toycZmQ2NubH2pHPsEvSj,Shadow Boy,6Jq0QdwB0vk7VPcIqpo4pr,7zow5Va8ESrfnxvUF62HRH,Icee Dan,8058,22,2020-05-01,day,12,2024-01-08
0.681,0.843,7,-4.369,1,0.365,0.171,0.0,0.0518,0.731,75.011,158459,3,1EYSTU7jibop13r4YWRsR7,Run Up,6Jq0QdwB0vk7VPcIqpo4pr,"7zow5Va8ESrfnxvUF62HRH,6fanvfSBKMMExePwhUq8Mi","Icee Dan,K Lion","8058,40088","22,30",2019-05-03,day,23,2024-01-08
0.623,0.464,1,-12.393,0,0.843,0.399,0.0,0.193,0.875,80.999,177648,3,166hxLuWumBykweM6qZuQM,IG Gal,6Jq0QdwB0vk7VPcIqpo4pr,7zow5Va8ESrfnxvUF62HRH,Icee Dan,8058,22,2020-06-05,day,1,2024-01-08
0.732,0.627,1,-5.72,1,0.191,0.491,0.0,0.119,0.531,171.992,133669,4,0zEOnRjdV8gJModPpt9rbY,Cap,6Jq0QdwB0vk7VPcIqpo4pr,363rd3ZlAT1FYFhYLFzK6L,Rondo,4068,12,2021-10-30,day,0,2024-01-08
0.878,0.53,2,-5.793,1,0.107,0.312,0.0,0.25,0.325,110.005,123402,4,7v6XmZ5ijbDJeDvP2VXNNI,Beg Please,6Jq0QdwB0vk7VPcIqpo4pr,363rd3ZlAT1FYFhYLFzK6L,Rondo,4068,12,2019-10-21,day,19,2024-01-08
