danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_id,track_name,track_artists_id,track_artists_name,track_artists_followers,track_artists_popularity,release_date,release_date_precision,popularity,generated_timestamp
0.767,0.576,3,-8.311,0,0.101,0.917,0.00209,0.0957,0.762,99.996,191033,4,4aJifNeBsQUV5TFHkHfkqd,KILLA REGULAR RASTA - Freestyle,6aLFwSkawhlqA9ASsMruS8,Chucky,1431,2,2019-09-17,day,17,2023-12-19
0.514,0.527,5,-7.974,0,0.122,0.439,0.0,0.154,0.502,78.576,176516,4,4ytiASAkTqdnC4UEHPCWtb,Tribute to women,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,110479,42,2021-02-13,day,4,2023-12-19
0.879,0.648,0,-6.257,1,0.191,0.692,0.0,0.336,0.723,104.065,150000,4,5mQ6eGVivnfUM3AoKR0ogS,M16,277jOUSGN5AKoZoDxvfmUP,Young Star 6ixx,14925,27,2020-12-26,day,19,2023-12-19
0.901,0.673,8,-6.044,1,0.139,0.288,0.0,0.211,0.337,110.033,178909,4,5ullZhL8qA5830FTyU9V6V,Steamy,3iWwLfjZAKzmAB57v38i45,Raskality,5666,14,2021-02-12,day,1,2023-12-19
0.548,0.611,7,-6.011,1,0.0703,0.00458,0.0,0.0743,0.159,129.192,181812,5,105CUaZAGndOQzBpMLD30N,Anatomy,3UwGbC4Sl9MmonrpWo6grS,Boy Boy,28641,39,2021-02-08,day,18,2023-12-19
0.766,0.825,0,-4.064,1,0.21,0.0796,0.0,0.41,0.55,88.017,198610,4,3oCkLkZiQWPn5f7ubV4OgW,Bad Style,"637ZCX3cypzBoKWaRvmIGV,6QJrx4J9XqIxXUBhacoJHC","Donpert,Medz Boss","17,33706","0,26",2019-11-27,day,1,2023-12-19
0.56,0.803,0,-3.505,1,0.12,0.0024,3.71e-05,0.132,0.792,120.254,176667,5,5cpk3jx5V3loZIwe3D6wjV,Easy II Love,"7KyDUKtDsgx2cXDCaywYWH,4WJfEOdZi5RHn0iBaqaR8G","Jadel,Prince Swanny","1267,0","18,0",2021-02-19,day,0,2023-12-19
0.483,0.481,5,-8.333,1,0.309,0.257,0.0,0.152,0.591,72.318,175200,3,7j7w9eIYqyagxMCB6yTCJe,Trust No One,"5mVdf7szMepaFfSec6lwcG,11ppP1jeJcAGeXHJjLgQcE","Zayah Dan Productions,Kyler","8,578","0,6",2021-02-12,day,0,2023-12-19
0.625,0.571,9,-10.9,0,0.485,0.0397,0.0,0.158,0.529,73.12,215808,3,0AqeFjpHJDbjs86OEms4MQ,Play,"5mVdf7szMepaFfSec6lwcG,11ppP1jeJcAGeXHJjLgQcE","Zayah Dan Productions,Kyler","8,578","0,6",2021-02-12,day,0,2023-12-19
0.691,0.666,0,-8.354,0,0.0658,0.734,0.0,0.141,0.711,97.057,183171,4,5OEvg2qC5nGbOcoMeFmVw7,Sold Out,2kNL5eBpFCpOQu81GJ4lZb,Jovi Ton,3901,4,2021-02-17,day,0,2023-12-19
0.597,0.548,9,-10.496,0,0.331,0.187,0.0,0.0999,0.511,131.975,252192,5,6N1gkVIzcWg6RAGIUdhLHu,Cyah Frighten We,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2021-02-15,day,12,2023-12-19
0.394,0.704,9,-8.31,0,0.242,0.122,0.0,0.104,0.352,168.021,211084,4,6JPts5ibuxABerxTk6tDZK,Entanglement,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,110479,42,2021-02-19,day,28,2023-12-19
0.534,0.461,4,-13.357,0,0.274,0.739,7.46e-05,0.278,0.601,103.051,180094,4,1RQJUypbVUK44kgEaftgF3,Tattoo - Freestyle,0Mr9fQ8yPc2T8YGPxQWTVx,Yvng Nene,12,0,2020-05-01,day,0,2023-12-19
0.625,0.838,5,-3.347,1,0.436,0.298,0.0,0.134,0.745,138.802,230264,5,2k6gOLcbiLGGSOIglgnp59,Bad Gyal,5slhysoEJ05kVNc173rOJU,K Lion,2499,5,2019-05-01,day,20,2023-12-19
0.647,0.671,9,-5.272,1,0.415,0.546,0.0,0.118,0.567,77.177,217874,4,3oDyw74RVPQ7Ir2KTyIrWS,Guide Me,5slhysoEJ05kVNc173rOJU,K Lion,2499,5,2019-06-10,day,6,2023-12-19
0.607,0.552,8,-10.197,0,0.469,0.792,0.000362,0.122,0.433,129.724,178129,5,0Oj2n84jlOBj4GcHnPwIEU,Letter From My Heart,6gwPuGtckUClFDH3aEMtf9,Rebel 6,1381,4,2019-10-02,day,20,2023-12-19
0.8,0.492,0,-11.621,0,0.0986,0.646,0.0,0.181,0.802,89.979,171807,4,5Ttig9GHWIRO6AaIy9mSvt,City Lights,6gwPuGtckUClFDH3aEMtf9,Rebel 6,1381,4,2019-10-11,day,3,2023-12-19
0.598,0.666,1,-6.112,0,0.183,0.295,0.0,0.126,0.422,94.037,187021,4,1rUsIaqu0OGanLtfClZoRp,Nah Lie,7tnzhcb2y0dtPFIFVTp0A4,Tafari,25770,22,2021-02-23,day,6,2023-12-19
0.801,0.538,0,-5.353,1,0.205,0.344,1.09e-05,0.141,0.201,131.845,152726,5,5SQb41eMD6kw8a5ATUsOOk,Enough Madness,3rrQQTcOU4VAkdOCieyj2r,M Vik,19,0,2021-02-22,day,0,2023-12-19
0.674,0.567,7,-13.089,0,0.295,0.624,0.0,0.107,0.322,133.23,173075,5,1cPdmA1NSx5bTVDZrdJiKA,Movie,6Iym59CxrdzsxIn9LPFR9n,Gskell,4607,9,2021-12-25,day,0,2023-12-19
0.832,0.588,7,-7.719,0,0.054,0.428,0.0,0.197,0.436,119.928,218723,5,5viU0PEoFH5NlZUdHxA1MZ,Unconditional Love,0JSBUUBuT8pbdbw1UZggSY,Tefflon,18911,28,2022-08-25,day,14,2023-12-19
0.747,0.444,1,-13.106,1,0.378,0.427,0.0,0.122,0.296,104.335,124615,4,2f6sUg95Qne5HvbY5TzbyX,No Small Talk,0WhrKY560yMc8mma8YXNKp,Faces,44,0,2021-02-24,day,0,2023-12-19
0.939,0.577,11,-9.62,0,0.323,0.449,0.0,0.108,0.656,116.039,149002,4,3SEAXeVpmYYQIo18kMmUXI,Bruce Banner,0WhrKY560yMc8mma8YXNKp,Faces,44,0,2021-02-09,day,0,2023-12-19
0.672,0.529,10,-12.363,0,0.437,0.454,0.0,0.135,0.578,66.824,158499,5,13Zgz8VZtmwn3vpKxj8wgt,Murder,"3nBjHCZ1PUtbqOF8ZaHx5Q,6dENBUJBJDGnfVQoxswbJR","2 Star,BTL Lex","632,0","4,0",2020-07-17,day,0,2023-12-19
0.497,0.831,7,-2.85,1,0.312,0.64,0.0,0.34,0.52,90.235,228798,4,3ngHXvYEgaZex41OjmpMJu,Bless-Sin,7IbkKTNpBj7MORRdt3oge3,Zerimar,29786,33,2020-08-07,day,25,2023-12-19
0.41,0.535,1,-9.752,0,0.367,0.354,0.0,0.0808,0.448,83.671,197333,1,7gzp2Z5StSZpXJudqrIfbe,Radar,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,110479,42,2021-02-26,day,26,2023-12-19
0.63,0.517,1,-6.573,0,0.545,0.802,0.0,0.0915,0.624,123.563,198296,5,7J3p5gq3hDghY1KsdI2A22,Dawg Life,3NNndNeIufzflgpHZy5obj,Daan Chorus,437,5,2020-04-30,day,10,2023-12-19
0.688,0.765,5,-3.786,0,0.287,0.198,0.0,0.266,0.728,128.246,161724,5,5B15DjxsaNmzmwUfn0gkAY,7 Again,"6QJrx4J9XqIxXUBhacoJHC,7zow5Va8ESrfnxvUF62HRH","Medz Boss,Icee Dan","33706,7933","26,21",2021-02-27,day,16,2023-12-19
0.825,0.675,1,-6.194,1,0.0714,0.27,0.0,0.0682,0.468,106.061,165642,4,4UXUXjS924x4ZNElOWCPef,24 : 7,4cJGv7y0rQLqGSe4aKrurE,Toppy Boss,3496,12,2021-02-26,day,2,2023-12-19
0.807,0.624,2,-5.913,1,0.278,0.608,0.0,0.222,0.303,106.149,203678,4,211LFfcFfWJW12W6dSv1pw,Escobar,7vNDXKoPxikRdimDDzPZpQ,Jovi Ton,11,0,2020-04-06,day,0,2023-12-19
0.589,0.683,7,-7.306,0,0.192,0.0843,0.0,0.0707,0.684,99.132,175439,4,7pvPwQabN1Z4imzTOPYM0W,Action,6aD2OHPRtOac8QQshjOHTc,Jahllano,5,0,2017-07-27,day,0,2023-12-19
0.781,0.796,9,-4.456,0,0.19,0.269,0.0,0.182,0.582,95.051,209215,4,0HC8WAXE5hVVDiMBL8X3sk,Dash D Body,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2019-08-02,day,6,2023-12-19
0.651,0.711,4,-4.562,0,0.429,0.439,0.0,0.132,0.288,91.845,190218,4,5no3MRU0wjEA6AtiC93vRU,Neverland,5EsCbG7ZqKDZP0CAESy0v2,Born King,223,11,2020-12-11,day,0,2023-12-19
0.651,0.688,0,-4.932,1,0.194,0.0536,0.0,0.537,0.19,125.01,165715,5,7f6JQ81wsgVjwUUhh5j75u,Pree Dem,0vJGJHGCbOXAUAd7L1mKF0,Logiq,1294,8,2020-10-09,day,12,2023-12-19
0.532,0.645,8,-7.23,1,0.0713,0.0316,0.0,0.386,0.288,64.108,154200,5,2ecUajnVvEbmURytAJHbnq,New Uprising,"3UwGbC4Sl9MmonrpWo6grS,5AVAzwpIu9f3H1oegupPCd","Boy Boy,Travis World","28641,14333","39,41",2021-03-05,day,43,2023-12-19
0.683,0.505,11,-10.221,1,0.217,0.498,0.0,0.115,0.174,98.743,193200,4,29u97DqiimBMQnK3Y6XDmB,Domestics,0JSBUUBuT8pbdbw1UZggSY,Tefflon,18911,28,2021-03-12,day,3,2023-12-19
0.835,0.441,10,-12.293,0,0.331,0.155,0.0,0.116,0.331,97.026,224098,4,1UXhraeHHyXTzX5QRJzRM0,Guard Up,6Iym59CxrdzsxIn9LPFR9n,Gskell,4607,9,2021-03-09,day,1,2023-12-19
0.709,0.687,8,-3.61,0,0.0693,0.609,1.24e-05,0.114,0.314,179.826,197333,4,4npNY2QdV6RCsBcvaKHU5T,Ever Blessed,40hfAj6oxHglI5VyqaLZ6C,M Vik,86,1,2021-03-04,day,0,2023-12-19
0.851,0.438,5,-12.598,1,0.0941,0.751,0.0,0.136,0.644,102.011,136471,4,7JTiimmdm1Bic3zEVZb5aS,Infidelity,28aeXnDdKLtyUB2rrzZBei,Kj Productions,166,1,2021-03-06,day,2,2023-12-19
0.637,0.777,1,-4.885,0,0.354,0.435,0.0,0.156,0.546,128.11,143386,5,0gj7YItcJtPrksdhEpHexi,In Charge,1Kvyt9ESa2QvnE2dVMgRXN,Toppy Boss,1715,0,2020-10-08,day,8,2023-12-19
0.72,0.521,8,-5.196,0,0.274,0.699,1.68e-05,0.126,0.434,128.424,184000,5,6RNBanrHt8ulrGbdbXDkVQ,Hold Dem,0AFKg3CHOgGjrCzD9npcE0,BOYO,363,0,2021-01-06,day,6,2023-12-19
0.959,0.521,5,-6.27,0,0.0824,0.604,1.03e-05,0.152,0.841,107.985,169404,4,7fsD12HflwpnraqQhRH0Gi,Gangsta Fuck,2dEnrSsn2wPfBfuPbXMa0e,King Mongrel,36,0,2020-05-05,day,1,2023-12-19
0.91,0.381,11,-11.742,0,0.184,0.39,0.0,0.102,0.351,114.099,134766,4,45a7qdRfjSdjMW5kfP6H4y,Pretend,0WhrKY560yMc8mma8YXNKp,Faces,44,0,2020-03-18,day,0,2023-12-19
0.834,0.527,9,-8.83,0,0.157,0.54,0.0,0.163,0.562,105.024,150857,4,6Bazky5aowyhqvcAaSv8JC,Drill Dem,6T4PVhWvwCTJDNlVDK6iXa,Vulga,9,0,2021-02-20,day,0,2023-12-19
0.839,0.547,4,-5.829,0,0.048,0.178,0.0,0.131,0.246,96.01,203625,4,7FLqTCVfJ7jUWRSStmVDvC,Good Over Evil,45NxtETWPvuCA56m3uItKW,Shorto,28,0,2021-02-08,day,1,2023-12-19
0.714,0.458,9,-11.643,0,0.153,0.898,1.15e-06,0.104,0.497,95.04,153704,4,777NpHDTASCxmsSsBhudhO,1 Million Gyal,7vdcsB9p8PtIooVpemHb63,Rebel,1873,22,2019-11-29,day,1,2023-12-19
0.878,0.622,6,-8.767,0,0.163,0.516,0.0,0.111,0.592,118.923,133146,4,3LImmKocZY0MLG484WHoXB,Fatality,0JSBUUBuT8pbdbw1UZggSY,Tefflon,18911,28,2020-07-24,day,20,2023-12-19
0.73,0.723,7,-5.249,1,0.539,0.269,0.0,0.191,0.372,73.729,145493,3,2fw1fbuMu8cYqYWFz0YvA2,Life Of A Six,52hLbiHfJsarTXovhOd3qC,Wacko Dan,16452,32,2021-03-03,day,19,2023-12-19
0.868,0.638,3,-5.087,0,0.0694,0.419,0.000301,0.192,0.141,104.007,147722,4,6qLG2DeSLiIJTHSHCWmZfZ,Sick,3mHQJrb6eklnVpWmnv2sIs,Wacko Dan,1007,0,2020-10-31,day,2,2023-12-19
0.92,0.45,5,-4.771,0,0.0419,0.382,4.15e-06,0.112,0.42,109.956,183269,4,5ugZy5CrIyhgiManUJmPXP,Roll,52hLbiHfJsarTXovhOd3qC,Wacko Dan,16452,32,2021-03-26,day,12,2023-12-19
0.604,0.522,0,-8.607,1,0.489,0.422,0.0,0.0874,0.689,157.071,204000,5,6OUi6FAhR28vJ9EiBWhRpI,EarthQuake,10CcNhI5LQh948SS836xVO,Melo Dan,376,0,2020-07-28,day,5,2023-12-19
0.838,0.496,5,-7.083,0,0.311,0.0997,0.0,0.212,0.333,100.884,194851,4,2ZVad6FP9mLYzR4jVkzUzB,Try Run Up,"1jGM687jFlYVxRV4xZivTO,044woZT7yGKhwIi4B3chKE,7xMIYIFmEBrQAMnvQj7HXg,4v5svwH75xhxdyaegqliH8","Sebz Beats,Brownine,Young Star Sixx,Reiga","422,2,25,110","25,0,0,6",2021-03-11,day,3,2023-12-19
0.827,0.63,3,-4.101,0,0.119,0.0754,0.000159,0.222,0.225,103.948,156970,4,4j177brOgfjpX4L3gDatsL,Savage,277jOUSGN5AKoZoDxvfmUP,Young Star 6ixx,14925,27,2021-03-04,day,14,2023-12-19
0.641,0.496,10,-12.03,1,0.182,0.653,0.0,0.38,0.814,99.364,162424,4,62XeZd6D8Ng1jmJgetmuKq,Hell Gates,"4PawLeisBLvgf2PlaKcESw,2kNL5eBpFCpOQu81GJ4lZb","Kg Kilogram,Jovi Ton","1,3901","0,4",2020-07-10,day,0,2023-12-19
0.478,0.665,5,-5.051,1,0.361,0.0744,0.0,0.362,0.536,199.185,163320,4,4BKofBI5AsQixNUwHK6Gq2,Miami Vice,7tnzhcb2y0dtPFIFVTp0A4,Tafari,25770,22,2020-10-24,day,4,2023-12-19
0.694,0.756,11,-2.215,0,0.0622,0.173,0.0,0.48,0.443,105.034,150942,4,318Hl4H6jI0XvPHcK4RsIY,Faith,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-03-22,day,7,2023-12-19
0.602,0.52,10,-11.106,1,0.91,0.187,0.0,0.232,0.657,67.908,163370,5,7pVlit4T7E1Pg3nGVmhTWc,Start It,0zLYSdSRybfmcQMOaoIEUl,Raevon,21,0,2019-08-11,day,0,2023-12-19
0.827,0.661,7,-7.325,1,0.0492,0.128,0.0,0.271,0.31,99.995,168000,4,11RWzglFJlMZMaVnzpMaqs,Start It,59r1CoioEBmm5ngktFs1pd,Brad!,863,0,2020-07-15,day,0,2023-12-19
0.55,0.717,11,-3.223,1,0.134,0.536,0.0,0.45,0.658,104.388,148571,4,6WzBIp7S6rHuyJ3AIFN4dV,Good Life,"5AVAzwpIu9f3H1oegupPCd,7IbkKTNpBj7MORRdt3oge3","Travis World,Zerimar","14333,29786","41,33",2021-03-08,day,0,2023-12-19
0.78,0.221,5,-14.83,0,0.326,0.683,0.0,0.128,0.258,110.05,185496,4,5apytHOo9RnlxqHSzAQufR,Chicken Head,61qFMjCwvz1F1uFijD52g6,One 6,15,0,2021-03-08,day,1,2023-12-19
0.489,0.545,11,-10.539,0,0.313,0.103,0.00456,0.337,0.535,72.972,144300,4,5MVelyqBJMFSPHPFKZyUcG,Ingram,61qFMjCwvz1F1uFijD52g6,One 6,15,0,2021-03-05,day,1,2023-12-19
0.909,0.679,1,-6.086,1,0.147,0.435,0.0,0.0584,0.485,120.009,202136,4,2U2oAzcjqZUwP2QSEmoeka,Kill Dem,61qFMjCwvz1F1uFijD52g6,One 6,15,0,2021-03-05,day,1,2023-12-19
0.834,0.546,8,-8.543,1,0.054,0.269,0.0,0.0793,0.502,99.981,206080,4,12uLhXcNKjrRiUQKdi6tR5,FLEXIN,3ATKkAzfZsIJuoCnOepK67,Trigger Dan,1790,6,2023-04-26,day,2,2023-12-19
0.625,0.834,10,-2.435,0,0.354,0.178,0.0,0.2,0.36,102.378,194421,4,6zh2juLIp6mFImhYXSlXCD,Energy,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2021-04-27,day,20,2023-12-19
0.651,0.579,9,-10.058,0,0.249,0.255,0.0,0.177,0.812,102.529,155388,4,2xyRFHjBRE4vCXabYwbFVK,Mind Storm,10CcNhI5LQh948SS836xVO,Melo Dan,376,0,2020-04-10,day,3,2023-12-19
0.811,0.675,5,-3.573,1,0.241,0.686,0.0,0.108,0.659,94.038,160851,4,3ysqUvlCrun6QVcWEeQLwe,Full ah Gyal,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,33706,26,2021-04-02,day,2,2023-12-19
0.796,0.786,2,-2.098,0,0.159,0.737,2.85e-05,0.124,0.566,93.901,165957,4,1uP5xP82ADg1c7f3WCeVef,Di Banner,"4hkCzTAcWmwVPLscNvweK6,1q8eLau7GFYIqG56nO7Cwt","Brad,CJ Dan","323,6759","3,8",2021-04-02,day,12,2023-12-19
0.654,0.774,10,-3.501,1,0.345,0.873,0.0,0.101,0.648,91.604,165957,4,7KGSUEgXfzSjlkMaPQL066,Send Dem Home,3ATKkAzfZsIJuoCnOepK67,Trigger Dan,1790,6,2021-04-02,day,2,2023-12-19
0.671,0.657,0,-4.212,1,0.36,0.859,0.0,0.113,0.635,92.578,165957,4,5OMdg7W69nc7A1m0zUPCgM,Ahh Killa,6krXv9z3sbSwKu4N5JICy4,Warrior,14,0,2021-04-02,day,1,2023-12-19
0.731,0.778,2,-1.892,0,0.276,0.736,0.0,0.121,0.706,93.444,165957,4,4uKyHom4tg4JxpWhv4QXhN,One King,3aajqT4mg3NqrYWvcE1h7X,Power,15,0,2021-04-02,day,0,2023-12-19
0.591,0.735,0,-3.219,1,0.329,0.911,0.000161,0.198,0.717,89.993,145532,4,4YQEXX598k9mOifdY0R3Id,Casket Closed,5uf5X5Wnvl7CGNnZfoEpF6,Lyfe,324,0,2021-04-02,day,0,2023-12-19
0.554,0.802,2,-2.675,0,0.354,0.578,0.0,0.11,0.486,79.197,165957,3,3PNveKPDRT030nMCB6kDhk,Beat It up,3oPS5gQSuTmiuCDWQo2Mdw,Sin Sin,535,5,2021-04-02,day,0,2023-12-19
0.781,0.767,2,-1.497,0,0.158,0.669,0.0,0.165,0.75,94.098,165957,4,5VmuUYUXQSodx25S4OKG8s,Evil,2rKUiOCTXp1YYvsPLTed0P,2 Gun,111,1,2021-04-02,day,2,2023-12-19
0.591,0.916,2,-1.772,0,0.27,0.641,0.0,0.703,0.628,85.726,136596,4,1D8JC6Z9vls5cXwrKdDQ6o,Just Touch Down,559YLWpCvVYo3qCEhMJ3pq,Lawless,6054,13,2021-04-02,day,2,2023-12-19
0.598,0.793,2,-1.759,0,0.261,0.745,0.0,0.103,0.424,92.505,155745,4,2JQPrAYON7jVjqkSRBFsaF,Plenty Gun,0S96v5UXUohZd31g8plQLt,Chosen,362,5,2021-04-02,day,1,2023-12-19
0.793,0.693,8,-4.196,1,0.132,0.143,1.68e-06,0.0835,0.691,106.792,170527,4,09r6HH4tfhIjrKRfnu4uFV,Bad Like We,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2021-03-26,day,2,2023-12-19
0.618,0.584,5,-9.593,0,0.234,0.0268,0.0,0.0819,0.639,119.746,148000,4,7gddHObkauQki1n9Xhfr0t,Focus,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2021-03-29,day,1,2023-12-19
0.581,0.742,9,-6.775,0,0.388,0.139,0.0,0.289,0.556,199.95,158400,4,4a8Qc1LRwH3Mkjp6kHzJnp,Death Campaign,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2021-03-29,day,1,2023-12-19
0.555,0.753,10,-6.641,1,0.351,0.234,0.0,0.192,0.617,100.082,194400,4,5EuTPmm3idRWEULSLJjTE6,Evidential,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2021-03-29,day,1,2023-12-19
0.774,0.686,8,-4.055,0,0.146,0.145,0.0,0.0781,0.684,106.965,170467,4,5izLLn3PmKo98eye2EpwTr,Bad Like We,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2021-03-29,day,0,2023-12-19
0.607,0.715,10,-7.371,0,0.168,0.182,0.0,0.147,0.782,103.147,188738,4,0n8riREK4AJ4rq5ibQRPGs,Fame,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2021-03-29,day,0,2023-12-19
0.553,0.697,5,-6.398,1,0.38,0.0716,0.0,0.0891,0.633,73.052,177600,3,5Jw42JcOVzmXlderyHNuIX,2021,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2021-03-29,day,1,2023-12-19
0.881,0.672,8,-8.978,0,0.2,0.348,3.07e-06,0.273,0.651,100.031,134420,4,5pMN6XrnVo89FodnuPPw64,BORN BAD (TRINIBAD),2f0nNgMYBrIHHvL7ZpYo5u,Kairi,89,1,2020-11-27,day,1,2023-12-19
0.566,0.55,10,-9.198,0,0.319,0.712,0.0,0.115,0.708,99.336,135600,4,1jCyzZK7bMqyZ61zWS1xtO,Trinibad,1GCAK6PEZ5GbffMob0FHdW,President,19,0,2020-05-22,day,0,2023-12-19
0.505,0.437,1,-10.012,1,0.402,0.376,0.0,0.0995,0.0563,72.451,261818,3,2IaAJ4pK6JxrdqSSHMhsuP,Ground Dem,11ODkITb8E6t7OIesM1vqv,Tokeii,1596,8,2021-02-24,day,17,2023-12-19
0.612,0.677,0,-6.888,0,0.355,0.134,0.0,0.127,0.258,119.492,199027,5,6eoNMI1qR8ICueaFKQmyOQ,Rise Up,11ODkITb8E6t7OIesM1vqv,Tokeii,1596,8,2021-02-24,day,6,2023-12-19
0.853,0.439,11,-11.908,0,0.429,0.414,0.0,0.119,0.668,116.029,149185,4,62xCDzgO5NaSkI8HpaE3jZ,Bowl Out,"5YuBEhmT2ay66jvYs5etdQ,3EzJUZ24qqwBi3Y1RolFi3,5OG7XnRBTHjPJ8S6fGYvZw","47ondabeat,Raw Lyfe,T-Man","7,1,5","0,0,0",2020-12-17,day,3,2023-12-19
0.848,0.689,9,-3.661,1,0.184,0.515,0.0,0.142,0.638,102.939,172425,4,28r0u2Y5WmsAhxbjt67PLl,Die Tonight,"7f7sbIc0DpHIv84c7MG098,26TOV4sfq4bfE46VZFqP5N","Toppy Boss,Draggy9","3095,0","10,0",2021-04-05,day,1,2023-12-19
0.602,0.56,4,-10.095,0,0.691,0.75,0.0,0.0893,0.551,97.43,201549,4,0bSQJoC8cUCPkioH2Aygze,Rock City,6cui6F7yKrfk5mXs8tVG2w,Sharp Man,12,0,2020-09-16,day,0,2023-12-19
0.523,0.639,9,-9.857,0,0.313,0.427,0.0,0.0822,0.494,87.994,216633,4,3KLXcwfMfCftS5yOp8DygJ,Trinibad War,6cui6F7yKrfk5mXs8tVG2w,Sharp Man,12,0,2020-09-03,day,0,2023-12-19
0.564,0.625,10,-8.348,1,0.196,0.266,1.54e-05,0.117,0.24,144.425,170182,5,2gsE7Yob47loOWGL0WM47v,Way Up,"6CxUKwVnCBKKP60XMvnMOL,44F5pSoj0VbXAzcxyfUwvQ,0Gkq3acWre3Hu02EAvBiIa","Jahllano,Jah-Z Blaze,Rheon Elbourne","19787,40,3922","24,1,22",2021-04-08,day,8,2023-12-19
0.691,0.656,8,-6.046,0,0.221,0.189,1.91e-06,0.217,0.407,120.581,152033,5,2Gh2NMDxurmPYKHJXgZzQ0,Eastsyde,"4CXmBF7FIcagdMP1LLFetV,0AqLRLhkKQbv15AvpYQYnR","KG,Rassii","71,7","1,0",2021-04-03,day,0,2023-12-19
0.597,0.727,7,-5.593,1,0.331,0.453,0.000344,0.0988,0.554,96.369,226795,4,0vpvydwa3Nbqjr3Wl52EYi,Such is Life,4CXmBF7FIcagdMP1LLFetV,KG,71,1,2021-04-06,day,0,2023-12-19
0.705,0.657,0,-4.951,1,0.191,0.393,0.0,0.178,0.217,132.74,192000,5,31dnXJ6MmKNC43iIUwGlT5,No Drones,7c8WSGTjxRP9sOob1KukJA,Kalonji,32939,29,2021-04-09,day,12,2023-12-19
0.885,0.687,8,-3.587,0,0.2,0.428,0.0,0.0957,0.45,99.08,139675,4,2EGDmFdF7fZE3rMN4Z1Mrh,People Die,"3mHQJrb6eklnVpWmnv2sIs,1twsAxinjl0ith5MTAl1cl","Wacko Dan,Tyo","1007,10","0,0",2020-11-12,day,3,2023-12-19
0.588,0.561,4,-6.72,0,0.165,0.758,0.0,0.443,0.373,99.279,199088,4,3OcUKbLGdYoIqWwxorQ6OF,Zerimar - My Life,44eJR2gUe85LAjajYYk5mx,Brandon Roghubir,12,1,2020-07-07,day,12,2023-12-19
0.641,0.854,8,-3.086,0,0.301,0.697,0.0,0.332,0.841,104.949,147429,4,2lCsVuNh4nW7F0b7yyxrJM,Rich Lifestyle,"5AVAzwpIu9f3H1oegupPCd,3RZVAxQEhF9JEFvHDRovxQ","Travis World,Ice Dan","14333,1279","41,0",2021-03-08,day,0,2023-12-19
0.635,0.859,8,-3.306,0,0.293,0.736,0.0,0.361,0.846,105.704,147429,4,35nJiUPlDB3dJa3R6enNc1,Big Topic,"5AVAzwpIu9f3H1oegupPCd,6hhy54ByINNSzZKbPgosRO","Travis World,Jza King","14333,349","41,2",2021-03-08,day,0,2023-12-19
0.918,0.686,0,-5.886,0,0.174,0.496,0.00073,0.11,0.795,105.987,151698,4,1PVppX1wGKf1jibKVaFF4f,Keyboard Gangsta,0zNEMNrPc9yM3zQzDkfQY2,Tech Sounds,1820,16,2021-04-12,day,9,2023-12-19
0.938,0.583,1,-3.789,1,0.0928,0.0764,0.000278,0.086,0.613,110.034,124865,4,48jXl7WpYNdEgBBfYX1qNX,Round and Round,0zNEMNrPc9yM3zQzDkfQY2,Tech Sounds,1820,16,2020-10-09,day,36,2023-12-19
0.555,0.809,5,-4.6,0,0.319,0.0523,0.0,0.0449,0.762,130.905,166026,5,4VpTxytTJjAbyajC5GLrZH,When we Reach,6CxUKwVnCBKKP60XMvnMOL,Jahllano,19787,24,2021-04-10,day,3,2023-12-19
0.725,0.749,3,-6.745,0,0.295,0.09,0.0,0.171,0.776,119.885,156709,5,6Er06INWn1UInW6QU0o1Fi,Stop Talk,6CxUKwVnCBKKP60XMvnMOL,Jahllano,19787,24,2021-04-09,day,8,2023-12-19
0.75,0.814,8,-2.494,1,0.324,0.233,0.0,0.182,0.505,100.015,156000,4,0bYNbCF9tw28Ip9CT0tuhL,My Life,2rKUiOCTXp1YYvsPLTed0P,2 Gun,111,1,2021-03-26,day,7,2023-12-19
0.804,0.673,11,-4.741,0,0.256,0.478,0.0,0.103,0.434,99.992,160874,4,60YMGD1NZxj3ko4viVlRzC,Empty,277jOUSGN5AKoZoDxvfmUP,Young Star 6ixx,14925,27,2020-08-17,day,9,2023-12-19
