danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_id,track_name,track_artists_id,track_artists_name,track_artists_followers,track_artists_popularity,release_date,release_date_precision,popularity,generated_timestamp
0.629,0.716,8,-4.409,0,0.303,0.491,0.0,0.266,0.658,98.516,135007,4,1Td6ow5dSbiHqQIaBN9ZEQ,Play Mad,0otV87HgAtj9q7CbzAQ2Ft,Keltec,135,0,2020-05-14,day,0,2023-12-19
0.902,0.647,2,-7.193,1,0.281,0.395,0.0,0.0953,0.589,100.001,170400,4,0eHulTAltEgKv9vC3DFl7u,Gunz Out,0otV87HgAtj9q7CbzAQ2Ft,Keltec,135,0,2020-07-07,day,0,2023-12-19
0.813,0.612,2,-5.002,1,0.154,0.318,0.0,0.274,0.484,109.901,124396,4,4FDxOIrvAQh2EG5pBgQYX0,Run Up,0otV87HgAtj9q7CbzAQ2Ft,Keltec,135,0,2020-05-14,day,0,2023-12-19
0.763,0.523,1,-4.787,1,0.408,0.488,0.0,0.161,0.684,66.188,127200,3,19nX9JOXKGkhJVbuOhMH2a,Anyway,3KaFfC4kfSJiwbdCA1vF5H,Tejah,3143,14,2019-10-01,day,32,2023-12-19
0.631,0.524,7,-8.02,1,0.322,0.0633,0.0,0.12,0.257,103.716,149258,4,7axoDbfV40LVQB149mgNp1,Ztekk Bomber,"2Jv0w50BNaGlwnXpq69HGm,4EON5K9yf7BYn30RY1DehH","Prince Swanny,Shane E","110479,38313","42,30",2019-07-11,day,0,2023-12-19
0.735,0.689,5,-3.265,1,0.4,0.353,0.0,0.0886,0.886,90.141,158342,4,0eiIFMMy5UpydqfHEvkugH,Gone Sleep,4EON5K9yf7BYn30RY1DehH,Shane E,38313,30,2018-10-30,day,42,2023-12-19
0.643,0.77,11,-2.977,0,0.318,0.696,0.0,0.272,0.341,133.119,201379,5,6M1wCVamh5naRgUO8eRLoh,We Nuh Like War,6I1j34QzSTWe6u4qQWKYJe,10Tik,55938,37,2021-10-26,day,38,2023-12-19
0.895,0.78,6,-6.458,0,0.232,0.207,9.76e-05,0.118,0.59,106.988,181116,4,47MwPx7nbFUD5IGVhL38Zr,Whap Whap (feat. F.S.),"5FkUhnHQ0KC63549LHHtst,0KR0MgITEQAm0sLRrcuExN","Skillibeng,F.S.","320085,549","59,31",2022-03-10,day,52,2023-12-19
0.624,0.56,3,-8.021,0,0.381,0.581,0.0,0.223,0.346,122.42,253104,5,2WxXlJnPUdpCLaaoGUU9Ah,Evil,"6CxUKwVnCBKKP60XMvnMOL,4pP4fxW65oev1NdRd2Fbn7","Jahllano,Jahshii","19787,72541","24,39",2022-03-19,day,16,2023-12-19
0.618,0.509,11,-13.807,0,0.241,0.407,4.92e-06,0.201,0.555,95.028,179424,4,4fXD6yirCabKXb19AFMQEA,Elevate,"4F9FUmZP7GwhLmMHyf7E15,6QJrx4J9XqIxXUBhacoJHC","Chady Beats,Medz Boss","66,33706","4,26",2022-03-15,day,6,2023-12-19
0.853,0.526,2,-5.248,1,0.0942,0.0666,0.00046,0.109,0.645,109.978,115636,4,1rUL66xxzM1zbyASO6MxWh,Tear,3KaFfC4kfSJiwbdCA1vF5H,Tejah,3143,14,2019-10-29,day,16,2023-12-19
0.662,0.368,8,-6.491,1,0.16,0.509,0.000233,0.121,0.497,185.874,208692,4,4dw1l0ZLN9EEkmCLB8hZuH,Life Changes,4SGo67MJz6DdsjzaRZ4OD7,Skeng,263999,58,2022-01-21,day,41,2023-12-19
0.943,0.591,2,-6.175,1,0.207,0.0323,4.09e-06,0.119,0.165,100.005,204000,4,3wKYLC1sUmtMLeF9yJrp3Z,Gringo,"109MzblAHQcLUaZ6A983TR,4NAWxeyrbUtnM9kOd1BTml","Keem,Benefitz","141,15","3,0",2019-12-17,day,5,2023-12-19
0.791,0.756,2,-7.893,1,0.154,0.0855,4.41e-05,0.0932,0.282,100.139,170400,4,0w55c39T64bsjiXlur4VeY,Murder Murder,0zLYSdSRybfmcQMOaoIEUl,Raevon,21,0,2020-07-08,day,0,2023-12-19
0.919,0.649,10,-6.176,0,0.445,0.032,0.0,0.121,0.639,102.066,112941,4,2tj96SrfUasPu6H1gnSLp0,Scar,28aeXnDdKLtyUB2rrzZBei,Kj Productions,166,1,2022-03-31,day,1,2023-12-19
0.503,0.613,0,-8.625,1,0.252,0.0236,0.000943,0.197,0.224,65.668,175987,5,0OTbL9Oa4FDYuP7uMeA140,Coke,5FkUhnHQ0KC63549LHHtst,Skillibeng,320085,59,2021-02-02,day,46,2023-12-19
0.789,0.691,1,-5.764,1,0.365,0.317,0.0,0.131,0.854,100.002,158448,4,7zg0OGxHwAP1k3nsbDt0De,New Clarks,"3KaFfC4kfSJiwbdCA1vF5H,58w0KtpWYgz26s686wB8Fk","Tejah,King Rilla","3143,57","14,7",2020-01-02,day,7,2023-12-19
0.639,0.436,2,-11.055,0,0.36,0.84,0.0,0.0991,0.593,64.536,196000,3,5AF8pfWGTp58u35mvMnnGZ,Rifle Hill,52hLbiHfJsarTXovhOd3qC,Wacko Dan,16452,32,2022-07-12,day,18,2023-12-19
0.765,0.848,2,-5.255,0,0.214,0.602,0.0,0.258,0.837,102.066,183548,4,0Dm0NQ5w3bTbkJUHCyE61v,Head Shot,"54iOszOmKmckZiJWhFrFhm,1XpkGpU1pfSAEvrZUHCPPX","40 DAN,Remedy","8,3811","0,14",2020-09-11,day,0,2023-12-19
0.687,0.674,7,-3.662,0,0.205,0.555,0.0,0.0909,0.283,180.128,176000,4,2aGrINtqNPHllxEJHWgoZJ,If Dem Diss,"4xKyh6XkfM4L0KSVsht5o5,3dgEGCM7G8z1gd6mgOjYSv,6QJrx4J9XqIxXUBhacoJHC,4iyXzcON9DnIUozjxm0ET2","2 Ghunz,38 from BL,Medz Boss,Zoom Boss","104,1247,33706,321","1,13,26,2",2022-04-05,day,7,2023-12-19
0.819,0.691,7,-5.223,0,0.411,0.627,0.0,0.107,0.663,105.653,185660,4,3ANbnWMPrpZA2sKkAgHQYv,Rifle War,3dgEGCM7G8z1gd6mgOjYSv,38 from BL,1247,13,2021-09-06,day,15,2023-12-19
0.718,0.63,9,-6.037,0,0.422,0.26,0.00566,0.113,0.211,102.649,207059,4,5YKQTRpTFQoaykr5YgMw8P,Dark,3dgEGCM7G8z1gd6mgOjYSv,38 from BL,1247,13,2022-09-05,day,8,2023-12-19
0.595,0.766,9,-5.422,0,0.403,0.292,1.74e-06,0.302,0.64,102.955,184506,4,3WG0WzR3mbUyiOBo75wvio,Hype Yuh Self,"4iyXzcON9DnIUozjxm0ET2,3dgEGCM7G8z1gd6mgOjYSv","Zoom Boss,38 from BL","321,1247","2,13",2022-08-27,day,10,2023-12-19
0.914,0.635,10,-5.352,1,0.15,0.0884,0.0,0.11,0.471,100.027,154182,4,0MRHsh4SjViCB7adFNQa23,Dooms Day,"2JC7YH9Umra4Zc8mseZsRD,0ZmsMH6X0dz63imIjUGTzF,52hLbiHfJsarTXovhOd3qC","Going Global Records,Skelly 12k,Wacko Dan","8531,1941,16452","35,22,32",2022-09-04,day,30,2023-12-19
0.724,0.557,2,-6.841,1,0.229,0.0235,0.0,0.144,0.355,100.056,154250,4,7J4CdTrif0Lqp7NNMVhMoC,Bad Fi Years,2kNL5eBpFCpOQu81GJ4lZb,Jovi Ton,3901,4,2020-05-24,day,10,2023-12-19
0.816,0.643,10,-9.625,0,0.06,0.707,0.0,0.101,0.413,120.06,215000,4,0bElEsjAUV8UKdaGIMYS0S,Impact,6Iym59CxrdzsxIn9LPFR9n,Gskell,4607,9,2021-01-10,day,7,2023-12-19
0.88,0.489,7,-10.9,0,0.0985,0.2,0.0,0.106,0.211,132.994,191278,4,42ZoekEPBYDnJHAO1J8XET,Army,7Cp6h3fC0PPecAmsSb2lRJ,Bobo & Beans,1064,3,2022-06-28,day,10,2023-12-19
0.626,0.543,4,-7.016,0,0.489,0.121,0.0,0.0959,0.398,110.067,215094,4,0IzCvViyeaeqOOyWxpnvCt,Somebody Great,7IbkKTNpBj7MORRdt3oge3,Zerimar,29786,33,2021-12-09,day,33,2023-12-19
0.864,0.547,9,-5.911,0,0.194,0.297,0.0,0.0604,0.226,99.111,145400,4,6VurbSIjf19GP1oqzojzzM,Box Inna Face,277jOUSGN5AKoZoDxvfmUP,Young Star 6ixx,14925,27,2022-08-27,day,8,2023-12-19
0.7,0.497,9,-9.857,1,0.194,0.829,0.0,0.124,0.464,96.862,179424,4,7Cx3qfszJkgIdCIqIzi6Rf,375,6wrNAJbDJ1gRcACD4l0ZNz,2k Zelle,462,5,2019-05-16,day,6,2023-12-19
0.887,0.397,9,-8.261,0,0.14,0.837,0.421,0.0772,0.469,99.983,163190,4,0ydoqpTVhaDzjDg7WVcg4m,Drift,30hElzuHCZ1qzCl364SHma,Teejay,184254,51,2023-06-30,day,65,2023-12-19
0.91,0.684,0,-6.212,0,0.102,0.451,0.0,0.0943,0.662,97.045,212258,4,6vDELgRZxidhCVllO68TDF,PRESS IT,30hElzuHCZ1qzCl364SHma,Teejay,184254,51,2020-07-10,day,21,2023-12-19
0.637,0.678,1,-5.292,1,0.0943,0.116,0.0,0.083,0.129,92.044,193050,4,1pJZtMaTObhknRJbpg9H9R,Pirate,"5eDVLjuN0hk3ZhjJdCvHLF,3uGKgtslu3M2AaazkwZsTd","Silk Boss,NSG","73135,179","28,29",2022-04-25,day,16,2023-12-19
0.82,0.442,8,-10.029,1,0.327,0.478,0.0,0.101,0.49,130.721,158184,5,1pQVpoBD9oO2PzLBGZECOC,Draco,3IDfJpj4YVkaBl7Dd52Pxv,Byron Messia,61748,61,2023-11-21,day,35,2023-12-19
0.829,0.532,10,-12.257,0,0.114,0.284,0.00658,0.0818,0.798,104.993,150857,4,0iOsy2ckupFQLBaVZLa4TN,How We Function,5QzlLj4WGVPkMArSIwpTn8,One6,213,1,2023-12-02,day,0,2023-12-19
0.668,0.647,6,-5.999,1,0.235,0.177,0.0,0.12,0.174,94.062,189312,4,08Zo2lEtgb8zqH5whdtkWj,Angels Don’t Cry,2Gzy8TYJ5xrEMDyUjZuDsK,Masicka,330955,56,2023-12-01,day,47,2023-12-19
0.784,0.679,10,-8.098,0,0.118,0.126,0.0,0.0723,0.741,104.999,192000,4,7kUpjKd92QSjD8K9Weil7a,Baby Rock,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2023-12-02,day,1,2023-12-19
0.458,0.867,6,-4.274,0,0.187,0.0337,1.78e-06,0.0925,0.505,128.455,138788,5,22YLR94vpuRHrMpPhXc2Bs,Chi Ching,"4YbipEAtJgAbKrZvdFEeTr,4vJ5CUGTaAXPBNzT8dVWCG","DJ Puffy,V'ghn","9757,3727","23,29",2023-11-17,day,22,2023-12-19
0.83,0.586,1,-7.941,1,0.242,0.462,1.1e-06,0.207,0.445,106.189,183648,4,5iN59cZsbMRU1sIh1J1m5O,Massacre,"2Tfe5UdBBWDTGkGwPzblJQ,6pc2LLUNN47LCvSF6lqSQv,2Jaky7SwDfMEzevewnIC4o,5NAf3JJKh0TEogYHtbBgZr","Toby Boss Ent,Kman,Tman,DndVoss","4105,11,134,0","24,13,15,13",2023-11-08,day,34,2023-12-19
0.693,0.656,8,-5.532,0,0.362,0.38,0.0,0.348,0.514,103.983,185246,4,61EFZy0X8g1a1Vl3n7B2JK,(Takbir Time) Ghost,2Tfe5UdBBWDTGkGwPzblJQ,Toby Boss Ent,4105,24,2023-11-19,day,6,2023-12-19
0.536,0.728,7,-7.595,0,0.391,0.00411,0.0,0.362,0.636,175.992,196151,4,5X5C2U4TpRtxHgmNUCbr8V,Feel so High,7JNcAq9P5VRZq7KbFXlHYd,Raymie Rich,20,0,2023-08-11,day,0,2023-12-19
0.502,0.642,9,-7.782,0,0.146,0.0205,0.0,0.105,0.327,127.915,223029,5,4lgrTWZAORMwGBa5Fp5MgA,Tribute,7rcBY2ZMyrAXwNcRzOmpmp,Raymie Rich,0,0,2023-10-14,day,0,2023-12-19
0.657,0.496,6,-3.356,1,0.36,0.756,0.0,0.0933,0.407,85.488,231628,4,5yDdVGnqBer9ookMg0CHjJ,I'm Not Giving Up,1urq8kMcszfaha2Ebjrzgx,Trinidad Killa,1271,20,2023-05-17,day,1,2023-12-19
0.756,0.465,9,-9.819,1,0.209,0.28,0.0224,0.126,0.306,103.944,170769,4,4cv8nFxqYRMuw608dE2mH3,Time Runs,"3UwGbC4Sl9MmonrpWo6grS,3zorWCDx017sz4UYP2fC9w","Boy Boy,Chronic Law","28641,153457","39,49",2023-10-26,day,38,2023-12-19
0.883,0.496,0,-6.972,1,0.0547,0.358,9e-06,0.108,0.261,117.985,179043,4,5rSyQVhGplc9WFnC1SiXQe,Please,0eezS9KmhdjGN436RdTIXu,Mavado,574015,53,2023-11-10,day,43,2023-12-19
0.625,0.412,1,-11.615,0,0.129,0.0671,0.0,0.0795,0.0837,97.574,203337,4,5yMeblxidHJ7MBIp8SAklP,Bun Badmind,7c8WSGTjxRP9sOob1KukJA,Kalonji,32939,29,2023-11-11,day,21,2023-12-19
0.472,0.562,0,-7.153,0,0.268,0.0984,0.0,0.0851,0.149,134.788,192608,5,2OOOuAF0KR2EnuRdErdzGB,Testimony,7c8WSGTjxRP9sOob1KukJA,Kalonji,32939,29,2023-11-11,day,23,2023-12-19
0.727,0.331,4,-8.873,1,0.243,0.282,0.0625,0.0742,0.313,91.874,188719,4,48p5YWkch99aJ5Ft5lC7o1,Loyalty,4CXmBF7FIcagdMP1LLFetV,KG,71,1,2023-10-06,day,0,2023-12-19
0.658,0.49,7,-13.134,1,0.426,0.275,0.0,0.141,0.236,131.759,195528,5,1ORPWvfIRiZD72Y1jBWtPs,Cah style we,"4CXmBF7FIcagdMP1LLFetV,0AqLRLhkKQbv15AvpYQYnR","KG,Rassii","71,7","1,0",2023-08-01,day,0,2023-12-19
0.64,0.687,10,-5.55,0,0.44,0.246,5.69e-05,0.109,0.233,95.267,228632,4,4cITVYnpydtb1uNXdWnsv5,LimeLight,2Gzy8TYJ5xrEMDyUjZuDsK,Masicka,330955,56,2023-11-10,day,51,2023-12-19
0.529,0.551,0,-7.003,1,0.351,0.746,0.0,0.184,0.819,95.169,182568,4,0j4a867TmkRY8j9bVIrwmv,,0LyfQWJT6nXafLPZqxe9Of,,2320376,0,0000,year,0,2023-12-19
0.874,0.744,1,-5.173,1,0.324,0.285,0.0,0.374,0.614,104.249,185246,4,5btApbbyUfGc6rKh7SRKvy,(Certified Killers) Sharpman,2Tfe5UdBBWDTGkGwPzblJQ,Toby Boss Ent,4105,24,2023-11-19,day,7,2023-12-19
0.646,0.463,6,-7.978,0,0.174,0.267,0.0,0.0933,0.306,101.541,150997,4,6K9ULKDxIVIxRH5FXPgLoq,Nightmares (feat. Byron Messia),"7bXgB6jMjp9ATFy66eO08Z,3IDfJpj4YVkaBl7Dd52Pxv","Chris Brown,Byron Messia","21023407,61748","86,61",2023-11-07,day,61,2023-12-19
0.693,0.593,6,-6.72,1,0.393,0.106,0.000667,0.121,0.446,134.319,213861,5,2tXAhrXwAL4lmKdaU1sr0q,Drag Lord,7c8WSGTjxRP9sOob1KukJA,Kalonji,32939,29,2023-10-25,day,27,2023-12-19
0.529,0.551,0,-7.003,1,0.351,0.746,0.0,0.184,0.819,95.169,182568,4,58PN4kYYfcPwaX7Kn4H7ao,Dear Dancehall,3IDfJpj4YVkaBl7Dd52Pxv,Byron Messia,61748,61,2023-11-09,day,14,2023-12-19
0.773,0.788,9,-5.049,0,0.0658,0.509,0.0,0.101,0.667,110.047,152000,4,2qleAs6lkBECSseuQZPfhi,Dem Never Ready,3dgEGCM7G8z1gd6mgOjYSv,38 from BL,1247,13,2023-10-31,day,15,2023-12-19
0.463,0.511,7,-9.373,1,0.0755,0.904,0.0,0.118,0.695,89.9,198018,4,6XBjLpi11aga82CNb6UwRB,EYES OPEN,4xKyh6XkfM4L0KSVsht5o5,2 Ghunz,104,1,2023-10-23,day,0,2023-12-19
0.759,0.735,8,-6.838,1,0.237,0.654,0.0,0.144,0.309,113.961,143160,4,39x1c4CeeumUBl6L5dMW60,Grave Yard,"05RvzU1vgyPBQaKWWYe6jX,277jOUSGN5AKoZoDxvfmUP","One Family A We Heart,Young Star 6ixx","20,14925","8,27",2023-11-06,day,5,2023-12-19
0.897,0.313,4,-16.582,0,0.344,0.403,0.0,0.181,0.337,106.973,163583,4,24uqhbTEKbNTPo0W7yG32z,Connect,"05RvzU1vgyPBQaKWWYe6jX,277jOUSGN5AKoZoDxvfmUP","One Family A We Heart,Young Star 6ixx","20,14925","8,27",2023-10-23,day,8,2023-12-19
0.67,0.555,6,-7.839,0,0.405,0.542,3.43e-06,0.186,0.559,197.743,179394,4,1bDqLl1ZfRDGNZW2Yv5tYJ,No Kixx,"7LCEPA8tZCyUZVGH9uTeL6,6fanvfSBKMMExePwhUq8Mi","SagiKer,K Lion","63,39431","0,29",2023-07-28,day,6,2023-12-19
0.554,0.502,5,-9.146,0,0.315,0.205,0.0,0.134,0.406,130.592,180048,5,7g3TOaCqolqfAGZ3syUPGT,Manish (Jasse),2Tfe5UdBBWDTGkGwPzblJQ,Toby Boss Ent,4105,24,2023-11-01,day,12,2023-12-19
0.679,0.814,11,-6.361,0,0.415,0.14,0.0,0.0977,0.447,125.203,150744,5,0czUVkml1Gph2kPt3ZZFcq,Big Yard,"1XK7JEkEviy2mcbi1ljpaR,3UwGbC4Sl9MmonrpWo6grS","Zebee,Boy Boy","2985,28641","18,39",2023-10-27,day,24,2023-12-19
0.69,0.572,3,-7.762,0,0.194,0.793,0.0,0.107,0.556,110.051,174545,4,64SE6ib8eyiM1vUppQMub7,Start It,67gCSHQaBba1dikpWTEQJm,DynamiQ,54,4,2023-10-26,day,2,2023-12-19
0.914,0.363,9,-12.253,1,0.464,0.31,3.8e-06,0.0861,0.287,105.043,178364,4,5KTynfOT0aY4igBFlAFNac,Maddawg,69ZQzxoQgXHimd86dX3QHA,TMan Official,64,4,2023-10-10,day,17,2023-12-19
0.557,0.536,6,-7.111,0,0.239,0.511,1.15e-05,0.113,0.208,124.619,186947,5,4Dy3owNsr4GCWlD6adHIRP,Bram,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2023-10-11,day,28,2023-12-19
0.643,0.516,1,-10.195,1,0.342,0.696,0.0,0.104,0.0987,68.603,171838,3,5WIUbfWp3i3m9MrpKR0Id7,Unwanted Child,"30hElzuHCZ1qzCl364SHma,6sD5JqI4j1Sfbw087cciZ6","Teejay,Lagikz Supreme","184254,2","51,16",2023-10-13,day,33,2023-12-19
0.55,0.408,0,-10.819,0,0.17,0.29,0.0,0.0963,0.36,99.656,175216,4,6z33Qovc0Uhe7d2IpWhLjq,Most Hated,3IDfJpj4YVkaBl7Dd52Pxv,Byron Messia,61748,61,2021-03-22,day,19,2023-12-19
0.658,0.546,5,-4.392,0,0.142,0.406,3.48e-05,0.105,0.557,85.889,134774,5,3kEgs2Z7fv0IUxBtTjnAyl,Mad Dawgs,3IDfJpj4YVkaBl7Dd52Pxv,Byron Messia,61748,61,2023-09-22,day,46,2023-12-19
0.773,0.703,2,-5.678,1,0.29,0.0323,0.0,0.262,0.447,111.731,143496,4,7DyaQKsUOLH4BvJKTS7EPQ,Family,7f7sbIc0DpHIv84c7MG098,Toppy Boss,3095,10,2023-09-02,day,17,2023-12-19
0.795,0.499,4,-9.255,1,0.0804,0.795,2.33e-05,0.0818,0.762,97.992,167184,4,10tPNB5vqUy4UzRlZJRYwd,Action Pack,2yHxc12dEUiLXNeqUadxBh,Tommy Lee Sparta,276360,48,2023-07-05,day,20,2023-12-19
0.834,0.6,11,-4.068,1,0.137,0.211,0.0,0.103,0.367,65.977,157576,5,5AdVxVlywMJXiSy9292Tsw,No Mercy,6sha1DX5nFRniN3lKPEdjq,Kratos 7,522,11,2023-05-18,day,22,2023-12-19
0.831,0.508,0,-6.108,0,0.144,0.504,0.00117,0.116,0.0727,100.015,222000,4,4UV8aJ7VmNjaFngkMe3U3N,Grim City,6sha1DX5nFRniN3lKPEdjq,Kratos 7,522,11,2023-06-18,day,24,2023-12-19
0.661,0.596,4,-6.055,0,0.173,0.227,0.000182,0.196,0.291,178.133,179513,4,7fgHqdZhczzOq7ba4hYsqK,Street Smart,2yHxc12dEUiLXNeqUadxBh,Tommy Lee Sparta,276360,48,2023-07-21,day,35,2023-12-19
0.606,0.744,10,-3.635,0,0.13,0.503,0.0,0.172,0.678,103.758,220822,4,0NqULaipjzBZu7MloBDw5q,Byron Messia (LaLa),5cjBOTs7fLN9usY0WdrDVr,BiggCris,136,10,2023-07-20,day,0,2023-12-19
0.868,0.651,7,-6.277,1,0.294,0.299,0.0,0.101,0.545,98.928,166000,4,7u7aZazbbD867u21HzYTOj,Get Evil,1UofgHnwA2w0Ae2psOv8rN,Trinidad Ghost,2487,22,2023-03-13,day,1,2023-12-19
0.693,0.71,7,-7.738,1,0.445,0.0275,0.0,0.123,0.501,137.563,160052,5,5l3ixyhxH4iFLTp4NnPUVe,Airforce 1,2Jd4rUFlIWzOrgbaSj1BiD,Keefff,37,3,2022-10-24,day,9,2023-12-19
0.624,0.622,6,-8.228,1,0.509,0.397,0.0,0.216,0.524,112.558,155044,4,2l8W9joHU4HZIuEuSFqZ9b,Eastside,"2Jd4rUFlIWzOrgbaSj1BiD,4oXKpYLbjTTiDOwvS41cai","Keefff,Pieoneer","37,6","3,0",2023-06-10,day,9,2023-12-19
0.814,0.705,1,-3.957,1,0.196,0.447,0.0,0.116,0.911,99.748,182491,4,2RMtOsDs5KGsIT5fW3Dg04,Ms Ontario,2NUz5P42WqkxilbI8ocN76,Vybz Kartel,1270334,62,2023-07-26,day,24,2023-12-19
0.645,0.67,11,-8.991,1,0.282,0.374,0.0,0.429,0.582,88.543,194667,4,4pat45twfWiNbEwnqqJL8Y,9x Close,7f7sbIc0DpHIv84c7MG098,Toppy Boss,3095,10,2023-07-09,day,4,2023-12-19
0.541,0.476,11,-14.715,0,0.364,0.397,2.99e-05,0.0962,0.365,75.563,189283,3,6QekPciysXNtYVgw9j3o6T,Shake,"1XK7JEkEviy2mcbi1ljpaR,5V8oGfWMmAHnH3VGu08VfN","Zebee,Kiah","2985,304","18,1",2023-06-09,day,7,2023-12-19
0.573,0.765,7,-7.176,1,0.0897,0.244,0.0,0.145,0.854,109.942,214042,4,581dEzRjFlKRncYeas9qZy,Dropped a Letter,3IDfJpj4YVkaBl7Dd52Pxv,Byron Messia,61748,61,2020-05-01,day,8,2023-12-19
0.596,0.625,6,-7.661,0,0.436,0.0694,0.0,0.107,0.192,136.457,212000,5,3e6tb8Lv6T7bLidJN77dW7,Empty,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2023-04-25,day,10,2023-12-19
0.491,0.555,6,-7.03,0,0.357,0.531,0.0,0.132,0.5,203.825,172941,4,6KhXk4rHH2esmYaoF0gVZr,War,1OLAmEGgHCZHbRMzdlkbDv,Chanta Avanti,2,0,2023-05-01,day,0,2023-12-19
0.67,0.47,1,-8.945,1,0.285,0.713,0.0,0.407,0.763,111.692,187456,5,7nJw7xvV5yk76kKXp2UfL8,No Love,4xKyh6XkfM4L0KSVsht5o5,2 Ghunz,104,1,2023-04-07,day,5,2023-12-19
0.798,0.609,10,-7.496,1,0.249,0.213,0.0,0.131,0.311,102.105,172060,4,6xo8fLlgHj6ZprWXx4yfvM,White Rain,3dgEGCM7G8z1gd6mgOjYSv,38 from BL,1247,13,2023-06-20,day,14,2023-12-19
0.763,0.617,5,-7.387,0,0.636,0.256,0.0,0.0854,0.507,192.146,181250,4,7ERi21AKY5ozJnfWpEmrA3,Tom Cruise,3iWwLfjZAKzmAB57v38i45,Raskality,5666,14,2023-06-30,day,0,2023-12-19
0.646,0.655,10,-6.658,0,0.408,0.352,1.05e-05,0.166,0.677,100.078,192978,4,2qeRMZBF2MrdcgKnEdSnwR,Weh Yuh Think?,"4GjfdRM9UmdLr6pxyLZrNV,6jcSOT54WIEgWu8pVtyTOG","Jeff Fullyauto,Ragz To Richez","24446,308","37,27",2023-04-14,day,25,2023-12-19
0.822,0.519,2,-5.875,0,0.0366,0.026,0.0,0.0988,0.316,100.086,87794,4,1zVl1dHaH553yiOr2Ah6SP,Voice of the Streets (Bbc 1xtra) [Don't Worry Bout We],"3UwGbC4Sl9MmonrpWo6grS,2abTBfFq5PSoASI2PSysLV","Boy Boy,Kenny Allstar","28641,108735","39,50",2023-03-15,day,40,2023-12-19
0.804,0.843,9,-4.115,0,0.328,0.232,0.0,0.0882,0.766,141.863,168803,4,1gOSJy2fNHB8MTB4jJ6A4Y,Voice of the Streets (Bbc 1xtra) [Heavy],"3UwGbC4Sl9MmonrpWo6grS,2abTBfFq5PSoASI2PSysLV","Boy Boy,Kenny Allstar","28641,108735","39,50",2023-03-15,day,20,2023-12-19
0.805,0.464,9,-10.078,1,0.262,0.0303,0.0,0.106,0.0626,106.891,190000,4,5kRyBURmOu9UL0CtZHxE0A,Sprayground,6tftkxcKDY14uCo84dyRYM,Chigga,13,1,2023-05-26,day,1,2023-12-19
0.621,0.787,9,-4.767,0,0.248,0.746,0.0,0.112,0.629,179.991,140000,4,5O9jBLCovLp1ziYOjRUMye,Fearless,559YLWpCvVYo3qCEhMJ3pq,Lawless,6054,13,2023-02-14,day,1,2023-12-19
0.576,0.596,4,-9.185,0,0.516,0.0564,0.0,0.0735,0.426,199.792,154394,4,55cwFPaJnkHVXd8HnVnsDh,Hillside,33alq41HrKdEHOQwUt9XDe,Tanso,1180,2,2022-05-31,day,1,2023-12-19
0.883,0.616,11,-5.459,0,0.136,0.554,0.0,0.107,0.26,95.985,122500,4,3MDxjkV7MuGlmKDGplo7Xb,A-47,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,33706,26,2022-11-11,day,20,2023-12-19
0.511,0.621,1,-6.003,0,0.451,0.389,0.0,0.117,0.498,180.174,218667,4,49jqPnTOdBGpFR9Rg981dq,GUN TALK,"3UwGbC4Sl9MmonrpWo6grS,5FkUhnHQ0KC63549LHHtst","Boy Boy,Skillibeng","28641,320085","39,59",2023-05-19,day,0,2023-12-19
0.807,0.363,10,-15.512,0,0.552,0.476,0.0,0.37,0.509,93.088,148640,4,4o3F5Xfdpxo9OGVeYLt6bN,Dark -Tafari,"2Tfe5UdBBWDTGkGwPzblJQ,7lajYlUf27TSwlTofnc2hF","Toby Boss Ent,Toppy Boss","4105,0","24,0",2023-03-24,day,2,2023-12-19
0.811,0.548,1,-7.886,0,0.255,0.069,3.71e-05,0.121,0.346,102.814,149126,4,3b2M5gLUNCPDtcY8HE6jv6,Shottaz,"4SGo67MJz6DdsjzaRZ4OD7,4ULg9wVZKb01ORw7AIZBDR","Skeng,Kraff Gad","263999,64051","58,45",2023-03-31,day,42,2023-12-19
0.732,0.295,6,-12.41,0,0.383,0.167,5.15e-05,0.101,0.469,71.336,199800,5,0mqEWgG22MVtAb3dhJC2xE,No Fraid,"2VpYQkkjCohjSPskaQGyp0,4v5svwH75xhxdyaegqliH8,09CgCmW9nrYOJswLZHJjO6","West Bank Records,Reiga,Trigga","3672,110,114","30,6,10",2023-01-14,day,2,2023-12-19
0.908,0.623,9,-9.3,1,0.323,0.00292,0.0,0.364,0.4,100.025,174707,4,5lcUtS2J27xh9stfPvfxMD,Midnight,1HXkVBU6RwIxxN6xuI6b00,Squash,161928,42,2023-03-02,day,21,2023-12-19
0.57,0.759,11,-4.621,0,0.282,0.53,1.98e-06,0.134,0.438,134.118,168000,5,5KUAU72TKNemPdl4gCPLOT,Ingram,7hlAakRK1XGXchY8CsjVAr,1HotSteppa,2,0,2023-02-23,day,0,2023-12-19
